CO_Spring CO_Summer NO2_Spring NO2_Summer O3_Spring O3_Summer Solar_insolation_spring Solar_insolation_summer UV_index_spring UV_index_summer Solar_insolation_spring.1 Solar_insolation_summer.1 Net_radiation_spring Net_radiation_summer WATER_EQUIVALENT_ANOMALY_spring WATER_EQUIVALENT_ANOMALY_summer Precipitable_water_spring Precipitable_water_summer LTemp_day_spring LTemp_day_summer Ltemp__night_spring Ltemp__night_summer NDVI_Spring NDVI_Summer LAI_Spring LAI_Summer PET ET LE GPP_Spring GPP_Summer NPP_Spring NPP_Summer Topography SRTM_elevation SMT_Spring SMT_Summer SMN_Spring SMN_Summer TCI_Spring TCI_Summer VCI_Spring VCI_Summer VHI_Spring VHI_Summer CO2_Emissions WB_PVOUT WB_GHI WB_DIF WB_GTI WB_OPTA WB_DNI WB_TEMP WC_ELE GPCC_Spring GPCC_Summer WC2_Tmin_spring WC2_Tmin_summer WC2_Tmax_spring WC2_Tmax_summer WC2_Pre_spring WC2_Pre_summer WC2_Solar_radiation_spring WC2_Solar_radiation_summer WC2_Average_temperature_spring WC2_Average_temperature_summer WC2_Water_vapor_pressure_spring WC2_Water_vapor_pressure_summer WC2_BIO1 WC2_BIO2 WC2_BIO3 WC2_BIO4 WC2_BIO5 WC2_BIO6 WC2_BIO7 WC2_BIO8 WC2_BIO9 WC2_BIO10 WC2_BIO11 WC2_BIO12 WC2_BIO13 WC2_BIO14 WC2_BIO15 WC2_BIO16 WC2_BIO17 WC2_BIO18 WC2_BIO19 CHELSA_Tmin_Spring CHELSA_Tmin_spring CHELSA_Tmax_spring CHELSA_Tmax_summer CHELSA_Tmean_spring CHELSA_Tmean_summer CHELSA_Interann_Temp CHELSA_Pre_spring CHELSA_Pre_summer CHELSA_Interann_pre CHELSA_BIO1 CHELSA_BIO2 CHELSA_BIO3 CHELSA_BIO4 CHELSA_BIO5 CHELSA_BIO6 CHELSA_BIO7 CHELSA_BIO8 CHELSA_BIO9 CHELSA_BIO10 CHELSA_BIO11 CHELSA_BIO12 CHELSA_BIO13 CHELSA_BIO14 CHELSA_BIO15 CHELSA_BIO16 CHELSA_BIO17 CHELSA_BIO18 CHELSA_BIO19 CRU_Cld_spring CRU_Cld_summer CRU_Dtr_spring CRU_Dtr_summer CRU_Frs_spring CRU_Frs_summer CRU_Pre_spring CRU_Pre_summer CRU_Tmp_spring CRU_Tmp_summer CRU_Tmn_spring CRU_Tmn_summer CRU_Tmx_spring CRU_Tmx_summer CRU_Vap_spring CRUVap_summer CRU_Wet_spring CRU_Wet_summer CRU_PET_Spring CRU_PET_Summer Bedrock_topography dNPPdP dNPPdT CRU_NPP NPP_based_on_GPCP NPP_based_on_GPCP_VASClimO GPCC_VASClimO_Precipitation CRU_Precipitation CRU_Temperature Griesser_Precip_GPCC GPCC_Fulldata_Precipitation Aridity_index_of_De_Martonne_GPCC_Fulldata Aridity_index_of_De_Martonne_GPCC_VASClimO Aridity_index_of_De_Martonne_CRU HWSD_Topsoil_ref_bulk_dens HWSD_Topsoil_clay_fraction HWSD_Topsoil_gravel_content HWSD_Topsoil_silt_fraction HWSD_Topsoil_sand_fraction HWSD_Topsoil_organic_carbon HWSD_Topsoil_pH HWSD_Subsoil_ref_bulk_dens HWSD_Subsoil_clay_fraction HWSD_Subsoil_gravel_content HWSD_Subsoil_silt_fraction HWSD_Subsoil_sand_fraction HWSD_Subsoil_organic_carbon HWSD_Subsoil_pH HWSD_Spatially_dominan_major_soil_group_FAO ISRIC_WISE_SoilCarbonate_Carbon_Dens ISRIC_WISE_Soil_Org_Carbon_Dens ISRIC_WISE_Soil_pH ISRIC_WISE_Total_AvailWater_cap SoilGrids_BDRICM SoilGrids_BLDFIE SoilGrids_CECSOL SoilGrids_CLYPPT SoilGrids_CRFVOL SoilGrids_OCSTHA SoilGrids_ORCDRC SoilGrids_PHIHOX SoilGrids_PHIKCL SoilGrids_SLTPPT SoilGrids_SNDPPT SoilGrids_TAXNWRB SoilGrids_TAXOUSDA GAEZ_Nutrient_availability GAEZ_Nutrient_retention_capacity GAEZ_Rooting_conditions GAEZ_Oxygen_availability_to_roots GAEZ_Excess_salts GAEZ_Toxicity Plant_Extractable_Water_Capacity_of_Soil IGBP_DIS_Soil_pH Suitability_for_Agriculture Growing_degree_days Distance_to_the_coast Bailey_ecoregions Land_cover_2000 Distribution_of_Cultivation_Intensity Koppen_Geiger Geological_ages Soil_types
7126 136.4173236 105.4360994 396.3254598 209.9737532 373.3476498 322.953949 1.3e-07 -2.2e-06 3.116339962 5.375163555 81.41666667 108.25 123 150.6666667 126.0769231 111.2916667 1.160314956 2.195866123 7.703411818 19.92125956 1.916010618 9.265092055 93.1 210.1333333 0.894015754 2.741207349 8030 5177 350 468.8888889 1749.466667 1.580708661 4.223269814 16 NA 281.5307774 290.6666737 0.379717966 0.673641058 17.868461 26.87230706 73.43153714 84.2433321 45.64999888 55.55743477 5287.790039 NA NA NA NA NA NA NA NA 34.33333333 61.66666667 -0.933333397 12.63333352 8.433333476 18.70000013 36.33333333 64.66666667 13075 18226 3.73333323 15.66666635 0.589999994 1.296666662 5.120833372 6.87500007 23.07046988 814.4001182 19.5 -10.30000019 29.80000019 10.33333337 3.75000004 15.66666683 -4.366666734 656 78 32 29.18146048 217 109 194 144 -4.936442653 9.049558798 11.96475283 23.17045975 3.198222081 15.65925439 11.63491726 33.23523204 65.73056157 79.75075531 5.528133392 15.94919777 38.44593048 762.2879639 24.26693535 -17.2177887 41.48472214 16.46923065 1.261471868 16.46923065 -4.848604679 631.0130615 76.25154114 31.17881203 29.4023304 219.2342072 95.44191742 219.2342072 113.9205246 61.72666667 62.50666667 9.093333333 9.68 29.9 3.8 30.72 65.96666667 44.33333333 16.26666667 -1.066666667 114.5 9.006666667 21.13 6.293333333 13.69655172 1.172833333 1.325666667 18 32.16666667 34 0 77.25592881 962.3099734 962.3099734 962.3099734 659.1417391 629.180751 4.834081029 659.1417391 24.34782609 43.47826087 43.47826087 42.68774704 1.103000045 38.29999924 3.5 25 36.70000076 4.216666698 5.139999866 1.197777748 42 2.111111164 21.22222137 36.77777863 4.216666698 5.033333302 14 1 5 5 8 200 974 29 23 9 37 164 60 49 37 40 54 18 3 3 2 1 1 1 10.30000019 5.808000088 0.308999985 1246 5 NA 16 8 26 67 68
7127 135.5141267 107.0714716 137.7952749 102.3622047 371.4387984 323.2402751 NA NA 3.346405307 5.688889027 79.875 105.5416667 122.9259259 148.1481481 127.2692308 116.7083333 1.203779531 2.140748019 9.540682673 20.74803162 1.640419881 8.897637844 94.7 226.7666667 1.253461847 3.745078743 7296 5266 356 718.2592593 1997.133333 1.673228353 3.477310407 20 51 282.0743651 290.3948787 0.42389746 0.722435933 30.92153804 34.11358903 61.57256298 66.37615214 46.24666537 50.2441014 NA 2.714999914 2.683000088 1.371000051 3.273999929 40 2.732000113 5.900000095 49 38.66666667 75.66666667 -0.900000056 12.89999994 9.633333206 19.06666692 38.66666667 73.66666667 13168 18045.33333 4.366666555 15.99999968 0.599999994 1.323333343 5.445833306 7.258333464 23.26388874 832.7158754 20.10000038 -11.10000038 31.20000076 14.69999997 -1.050000091 15.98333343 -4.383333464 709 80 34 30.87292655 236 108 221 144 -5.243566612 7.50135994 16.74949582 26.06498146 4.987782796 16.4380579 11.22209167 38.91175715 77.91010539 99.11604309 5.95194149 19.54918098 42.91921234 801.2473755 27.02950287 -18.51927948 45.54878235 16.79811287 2.960212469 16.94272614 -5.029257774 717.6593018 84.45129395 34.06077194 28.04211044 247.5178375 106.4904633 227.0850372 132.2471313 58.60333333 57.15 8.316666667 8.536666667 25.93333333 1.7 34.86333333 70.83666667 53.33333333 16.77 11.83333333 125.2333333 9.506666667 21.06 6.613333333 14.23793103 1.1796 1.329966667 19.83333333 34.25 34 0 80.07806319 1035.52921 1035.52921 1035.52921 749.0247036 689.1027273 5.748310278 749.0247036 23.47826087 47.03557312 47.82608696 43.87351779 1.363499999 22.75 4.550000191 39 38.25 0.375499994 6.304999828 1.512500048 28.10000038 6.349999905 35.40000153 36.5 0.375499994 6.699999809 14 2 5 3 7 200 867 34 11 10 47 195 52 44 33 56 98 18 1 1 1 4 1 1 18.20000076 7.376999855 0.523000002 1354 54 48 4 1 26 76 22
7130 124.237205 91.16360445 151.9028884 123.6876628 353.9250756 319.8520619 -1.74e-06 5.33e-07 6.609150569 9.223529816 92.95833333 124.5416667 135.2592593 156.8148148 162.8076923 110.125 1.445669305 2.399606317 16.98162715 26.62729645 7.795275609 12.8477691 151.5666667 215.8333333 3.175721776 4.159516696 11874 7031 475 1621.666667 2357.766667 3.369094499 4.785847526 68 234 290.4641098 295.6051338 0.604743618 0.728717987 24.64205067 56.87384508 22.27384571 2.671794838 23.45743531 29.77281998 549.8099976 3.526000023 3.700999975 1.562999964 4.335999966 36 3.690000057 11.10000038 272 99 80 4.833333294 14 16.83333333 23.8333327 53.33333333 50.66666667 15883.33333 21377.66667 10.83333317 18.89999962 0.946666658 1.48999997 11.69583328 10.37499986 39.5992373 577.201143 24.29999924 -1.899999976 26.19999921 13.99999992 5.783333361 18.91666635 4.800000131 627 69 38 17.17659036 181 132 152 144 3.22216858 12.50718085 23.58276113 32.68658002 12.41275724 21.43384361 8.169368744 67.11497752 49.74342982 92.2881546 13.13980103 19.61435127 52.02798462 608.3606567 33.28953934 -4.410083294 37.69962311 7.305847645 21.34392738 21.94899368 5.212533951 775.3482056 80.80856323 45.09960556 17.39623642 231.2833252 147.01474 149.9954681 204.3341064 67.59333333 46.95333333 10.23333333 12.18 14.63333333 2.533333333 88.19666667 72.92333333 90.46666667 18.09666667 39.5 120.3 14.18666667 24.21 8.626666667 13.58965517 1.474333333 0.921933333 23.45833333 42.75 35 0 88.54446635 1401.625396 1401.625396 1401.625396 1228.400514 988.7126087 9.862341899 1228.400514 21.73913044 58.49802372 61.26482214 49.40711463 1.391000032 10.60000038 8.5 14.69999981 74.69999695 0.416999996 5.159999847 1.460999966 15.30000019 9 15.5 69.19999695 0.416999996 5.360000134 9 1 4 5 8 200 1264 23 19 18 19 45 64 53 32 49 27 84 3 2 1 1 1 1 15.19999981 5.447000027 0.425999999 1634 177 32 2 1 27 52 7
7133 130.0027142 96.09448761 896.9816267 597.4409451 360.2242885 325.9126698 9.56e-08 -1.73e-06 5.103268067 7.613072077 85.33333333 107.0833333 130.0740741 150.7037037 146.7307692 117.2083333 1.456062987 2.537401577 19.09448814 28.92388407 8.070865889 13.85826747 96.03333333 164.7 1.599623425 1.547546935 NA NA NA NA NA 1.812007874 2.285329467 33 105 288.5487217 295.8641091 0.295846167 0.375769249 30.27051195 19.16589697 19.9297431 6.92307669 25.10051219 13.04358941 123.1600037 2.90199995 3.040999889 1.582000017 3.545000076 36 2.694000006 9.800000191 108 54 69 5.533333222 15.60000006 15.30000019 22.16666667 51.33333333 62 13333.33333 17572.33333 10.43333324 18.86666679 0.853333334 1.416666667 10.5666667 7.366666764 29.00262495 661.8202659 22.5 -2.900000095 25.4000001 17.36666695 6.416666706 18.88333337 2.600000004 656 68 44 14.39845005 195 137 186 153 0.936406056 10.42147477 21.50152588 30.20516268 10.10874891 18.5733223 8.989563942 58.69009654 68.21559652 98.72452545 10.3469038 19.12266159 49.15722275 632.5424805 30.71107483 -8.189945221 38.90101624 16.19308853 8.607971191 19.16937256 2.032226086 762.9142456 76.6541748 48.77104568 11.98536682 219.2076416 157.6503754 199.8267975 202.7348022 67.60333333 62.87 10.99 11.55333333 14.32 2.133333333 59.75666667 66.33 104.2666667 18.54666667 49.43333333 127.9666667 15.93666667 24.35 8.883333333 14.46896552 1.459066667 1.434166667 23.875 36.20833333 34 1.25188933 0 1077.368775 1129.66823 1129.66823 719.0637154 659.1417391 9.405227274 719.0637154 20 36.36363636 36.36363636 34.38735178 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34 1 3 2 7 NA NA NA NA NA NA NA NA NA NA NA NA NA 4 4 4 3 3 3 14.89999962 5.873000145 0.596000016 1784 379.5 32 22 1 15 45 7
7138 130.0027142 96.09448761 649.2782135 422.5721758 360.1288498 326.4853257 9.56e-08 -1.73e-06 5.103268067 7.592157046 84.04166667 105.1666667 129.0740741 149.1481481 146.7307692 117.2083333 1.450393684 2.511811028 15.51181062 24.05511856 5.866141637 11.65354347 93 187.2666667 1.845506378 1.971897912 9215 5188 350 1071.074074 1817.5 1.699803154 2.359925396 41 202 286.2897519 294.7461579 0.559743619 0.558128236 32.74153764 11.36384584 52.83948602 7.634102368 42.79025552 9.499230577 9775.480469 2.828000069 2.970000029 1.559999943 3.448999882 35 2.602999926 9.100000381 192 61 74.66666667 3.233333309 13.26666673 14.03333314 20.66666667 58 63 13210.66667 17392.33333 8.633333524 16.93333308 0.833333313 1.410000006 8.924999997 8.24999999 31.60919606 637.5860001 21.39999962 -4.699999809 26.09999943 5.066666683 4.699999988 16.9666667 1.250000079 741 74 51 11.85034478 204 165 189 189 0.424700237 9.794618607 20.80601883 29.38998858 9.600188096 17.86343511 9.227653503 54.2367452 59.91631826 87.19115448 9.834320068 18.8657589 49.20433426 617.4146118 29.86712837 -8.474546432 38.3416748 3.510123491 8.084217072 18.42073441 1.71425581 731.4876709 76.92262268 45.69412994 12.04864979 217.9469147 150.068161 178.6928406 200.2322083 68.00666667 63.09333333 10.14 10.93 14.22 3 58.82333333 67.82 98.5 17.94 48.03333333 125.0666667 14.94333333 23.43666667 8.633333333 14 1.495833333 1.484933333 23.54166667 35.45833333 34 0 87.83893276 1223.807249 1317.946268 1317.946268 1048.634585 778.9856917 8.94811265 1048.634585 15.65217391 54.54545455 54.94071146 41.50197629 1.368999958 21.60000038 5 40.40000153 38 0.345999986 6.159999847 1.508000016 28.29999924 6.099999905 36.20000076 35.5 0.345999986 6.46999979 14 1 4 5 8 200 1258 27 19 10 19 51 67 60 52 29 79 84 1 1 1 1 1 1 15.89999962 5.43200016 0.352999985 1676 318 32 16 1 15 7 7
7143 130.45466 94.25196899 1195.209964 752.6246677 362.2285831 328.4896203 -8.79e-07 -1.52e-06 4.684967438 7.132026196 83.95833333 103.2916667 127.5555556 146.4074074 142.5384615 115.625 1.50330709 2.700787405 16.98162778 24.51443609 6.784776906 12.5721782 84.56666667 198.0333333 1.016929132 1.916779791 NA NA NA 864.3703704 1834.2 1.449803165 2.464048925 19 39 287.6717991 292.7179581 0.511410285 0.557128233 27.42769191 41.74794813 76.0861523 34.57769154 51.75615272 38.1633324 3234.159912 2.813999891 2.924000025 1.57099998 3.436000109 37 2.553999901 10.39999962 38 57.33333333 72.33333333 4.633333445 13.70000013 14.46666654 20.93333308 57.66666667 68 12970.33333 16906.33333 9.533333143 17.26666641 0.869999985 1.436666648 10.13333333 7.883333206 33.97988444 574.4140582 21 -2.200000048 23.20000005 15.86666679 6.050000012 17.3166666 3.266666651 740 78 47 13.02327705 210 159 204 178 0.985711734 9.889166514 20.84174983 29.13662338 9.941353798 17.71346283 9.295577049 58.19441732 71.16179148 94.01213837 10.45692348 18.36388016 50.58145523 561.6624146 29.63518715 -6.67037344 36.30556107 4.801753044 8.542881966 18.30360603 3.058413267 787.6345215 78.77961731 48.15030289 11.47826862 223.1521606 159.5793152 210.9490814 184.1678467 71.1 71.94 9.7 10.35333333 10.16666667 0.166666667 54.87 77.04333333 106.1 18.14 57.86666667 129.8333333 15.48666667 23.33666667 9.576666667 15.04482759 1.578066667 1.4776 23.83333333 33.625 33 1.204648223 0 1161.047903 1192.427576 1202.887467 778.9856917 749.0247036 10.09089921 778.9856917 13.04347826 37.94466403 38.33992095 36.36363636 1.43900001 13.80000019 5.150000095 21.45000076 64.75 0.341500014 5.699999809 1.54550004 18.14999962 4.849999905 20.04999924 61.79999924 0.341500014 6.090000153 21 1 5 1 7 200 1368 24 14 6 21 73 66 58 43 44 27 84 2 1 1 1 1 1 9.300000191 5.140999794 0.196999997 1767 148.5 28 22 11 15 72 66
7147 130.0027142 96.09448761 625.656172 390.7480316 360.2242913 326.5330478 9.56e-08 -1.73e-06 4.977777878 7.466666698 83.29166667 104.875 128.6296296 149.4074074 146.7307692 117.2083333 1.397637782 2.482283463 16.61417325 25.34120687 6.233595769 11.92913405 98.23333333 186.7666667 1.932086633 2.109798771 NA NA NA 1052.925926 2171.7 1.857283455 2.495130533 43 161 289.1076989 297.4641074 0.415076943 0.505384641 20.21179471 4.39948711 35.22923016 28.6774351 27.71974295 16.53769188 2975.090088 2.855000019 2.983999968 1.567999959 3.476999998 36 2.628000021 9.100000381 162 54.33333333 68 4.09999989 14.13333321 14.5 21.23333295 50.33333333 58.33333333 13201.66667 17335.33333 9.300000032 17.70000013 0.839999974 1.396666686 9.504166581 7.908333266 30.41666752 652.4027409 21.79999924 -4.199999809 25.99999905 16.14999962 5.333333485 17.68333308 1.633333365 628 65 38 15.53039542 188 128 175 143 0.629754568 10.00933011 21.06333097 29.71504021 9.7661918 18.09371376 9.299847603 56.22115835 66.32397461 95.48473358 10.00849342 19.01721001 49.01063919 623.5621338 30.22432518 -8.577885628 38.80221176 6.044147491 8.269207954 18.67781448 1.810622215 748.4517822 75.99338531 46.79450607 12.0173111 215.5657349 152.8648376 195.0596771 209.2927551 69.4 65.81 10 10.56333333 15.53333333 3.566666667 61.42333333 71.31 93.83333333 17.50333333 44.06666667 122.4333333 14.41 22.80666667 8.54 13.88275862 1.478933333 1.4995 22.29166667 34.04166667 34 1.181027669 0 1150.588012 1255.186922 1234.26714 808.9466798 719.0637154 8.719555338 808.9466798 17.82608696 43.87351779 42.68774704 39.13043478 1.392500043 19.39999962 5.75 39.29999924 41.29999924 0.432999998 7.525000095 1.459499955 21.89999962 9.5 38.54999924 39.54999924 0.432999998 7.735000134 9 1 3 2 8 200 1363 24 23 11 18 41 67 56 28 49 27 84 1 1 1 1 1 1 15.10000038 5.501999855 0.367000014 1599 327.5 32 16 1 15 45 7
7158 121.1672072 91.81977194 293.9632551 194.8818902 360.0811296 323.4788837 -8.61e-07 -1.44e-06 5.793464104 8.449673494 89.875 115.0833333 136.2222222 156.1851852 142.1923077 119.6666667 1.394645658 2.678149601 17.99212615 25.70866076 7.335958083 13.76640447 112.4 225.0666667 1.230052482 3.760892383 10540 4030 272 843.6296296 2131.766667 2.220472458 3.90623705 59 332 291.9307767 296.9897508 0.338974375 0.507769256 9.60564083 6.626410111 18.07333315 0.415897424 13.84102523 3.521538389 9775.480469 3.364000082 3.448999882 1.633999944 4.100999832 37 3.252000093 9.600000381 339 68.66666667 124 3.833333234 13.86666648 14.83333365 22.59999975 61.33333333 118.3333333 14436 18916.33333 9.333333333 18.26666641 0.840000014 1.50999999 8.966666692 9.300000164 30.59210667 771.0392441 22.79999924 -7.599999905 30.39999914 18.23333311 -0.833333373 18.23333311 -0.833333373 841 122 25 47.67466916 355 97 355 97 1.33353881 11.08861415 22.87294896 31.17573166 10.76138465 19.9874026 7.66232729 72.3362236 120.6715622 94.03742218 10.45132446 20.5156765 47.93489838 755.3487549 31.75079155 -11.04825401 42.79904556 20.42375565 0.74762255 20.42375565 -0.151595578 961.3012695 124.1285629 39.73369217 36.13669205 355.210907 119.6200867 355.210907 135.3799133 54.51333333 47.93 11.21666667 10.87666667 11.70666667 0.166666667 64.29 110.7433333 115.6333333 20.48333333 59.73333333 150.6666667 17.19666667 25.94333333 9.53 17.20344828 1.187066667 1.368766667 26.75 39.875 35 0 82.19466398 1087.828666 1087.828666 1087.828666 898.8296443 1108.556561 6.433982215 898.8296443 24.7826087 52.56916996 54.94071146 67.98418972 1.434999943 21.60000038 4.849999905 34.65000153 43.75 0.338499993 5.340000153 1.491999984 38.04999924 5.5 28.79999924 33.15000153 0.338499993 5.789999962 26 2 3 2 8 200 1312 26 21 6 25 91 62 54 44 35 27 84 2 1 1 1 1 1 10.89999962 5.967999935 0.754999995 2063 171.5 32 6 1 26 72 7
7160 128.9191127 97.2003496 330.3805771 148.950133 351.7776175 315.8911937 -7.75e-07 -8.34e-07 6.462745349 9.077124596 98.08333333 126 141.5555556 159.1851852 137.6153846 132 1.486299214 2.948818882 15.23622052 25.61679777 4.396325429 12.66404184 76.4 217.9 0.712860893 2.45734909 12153 5574 376 543.7777778 1728.1 1.169291345 2.631889751 51 258 287.7974423 296.5025705 0.331333347 0.585051306 31.87179409 25.3287176 11.70333316 0.086666663 21.78717898 12.70820476 2374.129883 3.563999891 3.789000034 1.608999968 4.343999863 33 3.79399991 8.399999619 257 70.33333333 79.66666667 0.566666643 15.0666666 14.29999987 25.56666629 73.66666667 85 15625 20082 7.433333496 20.33333333 0.706666658 1.673333327 8.199999961 11.31666653 29.09168802 1007.363787 26 -12.89999962 38.89999962 15.3499999 -3.349999934 20.31666644 -4.566666613 873 103 35 27.27305807 278 142 255 145 -4.762941122 10.60554822 22.37774277 30.79295858 7.585034887 20.55626361 9.420096397 73.8960317 79.22764842 95.23283386 8.701570511 23.69564438 48.45156479 931.8405151 31.29751396 -17.60832024 48.9058342 11.87403679 -4.111527443 21.05162621 -4.111527443 834.7786865 89.4624176 41.17886734 22.09715652 258.3517151 131.6294708 236.429306 131.6294708 68.22666667 58.71333333 11.63 12.23 23.59333333 0.766666667 79.96 80.13666667 76.83333333 20.45666667 18.76666667 143.7 13.52333333 26.6 7.66 16.84482759 0.954866667 0.743566667 25.70833333 42.54166667 34 0 86.42786556 1223.807249 1223.807249 1223.807249 868.8686561 868.8686561 8.033883401 868.8686561 49.13043478 49.01185771 47.43083004 48.22134387 1.248999953 14.10000038 7.699999809 30.10000038 55.79999924 3.832999945 4.980000019 1.391000032 15.89999962 10.39999962 26.29999924 57.79999924 3.832999945 5.110000134 28 1 6 1 7 200 1316 28 16 2 27 74 62 55 31 53 79 84 3 2 1 1 1 1 8.300000191 5.293000221 0.300999999 2034 800 24 2 8 25 56 68
7161 128.7401573 98.67573409 437.0078761 322.8346447 365.3304693 328.7282271 -7.34e-07 -1.24e-06 4.26666681 6.692810535 82.33333333 104.5416667 125.1481481 146.9259259 130.2692308 119.2083333 1.43149605 2.529527555 13.95013126 22.67716535 4.947506587 10.55118132 91.13333333 188.8 2.139399242 2.008858261 8053 4845 327 1057.111111 1620.5 1.632874019 2.218503914 18 47 287.0435948 294.5538518 0.447435916 0.464128227 10.70333323 5.698205019 24.54897369 8.706666424 17.62538423 7.202820384 5287.790039 2.703999996 2.795000076 1.508000016 3.296000004 37 2.493999958 9.199999809 48 48.66666667 69.66666667 2.633333365 12.96666654 12.89999962 19.73333359 51.66666667 70.66666667 12959.33333 17233 7.766666651 16.33333333 0.803333322 1.373333335 8.554166619 7.641666604 30.81317096 620.1372941 20.20000076 -4.599999905 24.80000067 16.35000006 4.033333302 16.35000006 1.183333332 728 73 44 15.28010598 212 147 212 174 0.151353505 9.892048836 19.28079319 27.79671224 8.458890597 17.09615644 10.12728691 48.96818542 71.39774068 101.1572571 9.140403748 17.47462845 47.09289932 613.3499756 28.36754608 -8.739169121 37.10671616 17.1930027 6.923244953 17.74013519 1.13563633 706.112793 74.27800751 41.54779434 16.00774574 217.4994354 134.1074677 216.8740082 155.421402 66.21 61.12333333 8.526666667 8.5 15.11 1.133333333 48.36333333 79.12333333 90.2 17.49333333 47.76666667 132.7333333 13.30666667 21.77333333 8.676666667 14.55517241 1.288033333 1.4938 21.83333333 34.08333333 33 1.196774705 0 1171.507794 1213.347358 1223.807249 778.9856917 749.0247036 8.719555338 778.9856917 13.47826087 41.50197629 41.8972332 39.5256917 1.436499953 11.5 5.050000191 21.29999924 67.19999695 0.321999997 5.25 1.552000046 17.54999924 5.300000191 22.54999924 59.90000153 0.321999997 5.510000229 9 1 4 5 7 200 1240 28 6 6 36 160 59 52 23 70 78 84 3 2 1 1 1 1 9.100000381 5.445000172 0.375999987 1598 57.5 28 16 1 15 72 66
7162 130.3937019 99.49606262 562.0078769 391.4041985 363.135289 327.9169654 -1.09e-06 -1.36e-06 4.496732155 6.964705944 81.41666667 103.7916667 125.5185185 146.7037037 138.3846154 118.125 1.428661418 2.524606312 13.03149589 21.7585303 5.498687585 11.28608926 105.1 209.0333333 2.076432257 3.106007589 8935 5559 375 1026.703704 1650.9 2.030511833 2.77797352 41 145 283.9000072 291.4717986 0.566230796 0.529051306 24.38076881 18.75179473 63.6687168 15.01128167 44.0248709 16.88153798 704.7999878 2.698999882 2.811000109 1.529999971 3.289999962 37 2.430999994 9.300000191 165 59.66666667 78.66666667 3.500000094 13.29999987 13.23333327 19.76666705 59 73 12775 16845.33333 8.366666635 16.53333378 0.806666652 1.343333324 8.983333365 7.283333429 30.47419741 605.6789361 20.20000076 -3.700000048 23.90000081 16.53333346 4.616666682 16.53333346 1.700000024 783 78 50 12.92268144 219 166 219 196 -0.635236303 8.761672179 19.6303072 28.28868294 8.287669341 16.54481951 10.18985271 60.44091161 79.54135386 126.9929428 8.770087242 18.78988647 49.22663116 594.2025757 28.84633636 -9.323928833 38.1702652 16.5735817 6.754365444 17.10449409 0.938388109 837.802002 81.56278229 49.6389389 13.81396961 240.730423 164.3421478 239.0888977 189.0937958 68.84333333 65.25666667 9.593333333 9.94 15.58333333 0.5 52.59333333 66.41333333 92.5 17.3 44.8 123.5333333 14.07333333 22.29333333 8.81 14.32758621 1.3891 1.537233333 21.83333333 32.75 34 1.212521741 0 1140.128121 1202.887467 1192.427576 749.0247036 719.0637154 8.719555338 749.0247036 14.7826087 40.71146245 40.31620553 38.33992095 1.38499999 19 3.099999905 43 38 0.330000013 6.079999924 1.536999941 26 3.900000095 37.29999924 36.70000076 0.330000013 6.25 21 1 3 2 8 200 1157 34 21 10 35 168 59 50 47 31 27 89 1 1 2 1 1 1 15.80000019 6.056000233 0.588999987 1580 150.5 28 16 1 15 28 53
7163 130.3937019 99.49606262 619.7506578 430.7742835 363.7079477 328.1555731 -1.09e-06 -1.36e-06 4.517647187 6.964705944 81.79166667 104.4583333 125.2222222 146.7777778 138.3846154 118.125 1.441889758 2.547244092 17.25721773 26.44356982 7.427821239 13.49081389 109.4 181.1666667 1.769028877 2.575623368 NA NA NA NA NA 2.159448817 2.959801065 24 62 284.7025726 291.4897461 0.273820526 0.410615403 36.10692206 48.6589732 15.1858971 22.27948685 25.64589694 35.4684606 1521.069946 2.717999935 2.813999891 1.529999971 3.318000078 37 2.453000069 9.699999809 60 53.66666667 72.33333333 4.333333383 14.10000006 13.66666667 20.63333321 51.66666667 66 12799.66667 16920.66667 9.033333302 17.39999962 0.830000003 1.383333325 9.566666685 7.249999995 29.9586782 622.7882109 20.89999962 -3.299999952 24.19999957 17.36666663 5.166666572 17.36666663 2.099999969 666 72 40 15.17852151 198 140 198 155 0.171733389 9.684042295 20.44881662 29.15752093 9.074696382 17.45210648 10.24827862 52.59505335 67.52663676 110.5798874 9.575896263 18.79707336 48.58055496 609.3687744 29.80628777 -8.886299133 38.69258499 17.57066154 7.589677811 18.0918541 1.586805105 718.1334229 69.82297516 44.23115921 13.07212925 204.6066284 143.8609924 204.1889648 162.6001587 68.25 63.73666667 9.353333333 9.596666667 15.27333333 0.466666667 51.35666667 62.36666667 92.73333333 17.43333333 46.26666667 126.7 13.98 22.26666667 8.783333333 14.44137931 1.3555 1.528366667 21.79166667 33.25 34 1.228268776 0 1087.828666 1161.047903 1171.507794 749.0247036 689.1027273 8.719555338 749.0247036 15.2173913 39.13043478 39.5256917 35.96837945 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34 1 3 2 8 200 1393 28 21 9 17 33 70 58 31 48 27 76 4 4 4 4 3 3 17.70000076 5.955999851 0.504999995 1592 137 28 22 1 15 11 53
