CO_Spring CO_Summer NO2_Spring NO2_Summer O3_Spring O3_Summer Solar_insolation_spring Solar_insolation_summer UV_index_spring UV_index_summer Solar_insolation_spring.1 Solar_insolation_summer.1 Net_radiation_spring Net_radiation_summer WATER_EQUIVALENT_ANOMALY_spring WATER_EQUIVALENT_ANOMALY_summer Precipitable_water_spring Precipitable_water_summer LTemp_day_spring LTemp_day_summer Ltemp__night_spring Ltemp__night_summer NDVI_Spring NDVI_Summer LAI_Spring LAI_Summer PET ET LE GPP_Spring GPP_Summer NPP_Spring NPP_Summer Topography SRTM_elevation SMT_Spring SMT_Summer SMN_Spring SMN_Summer TCI_Spring TCI_Summer VCI_Spring VCI_Summer VHI_Spring VHI_Summer CO2_Emissions WB_PVOUT WB_GHI WB_DIF WB_GTI WB_OPTA WB_DNI WB_TEMP WC_ELE GPCC_Spring GPCC_Summer WC2_Tmin_spring WC2_Tmin_summer WC2_Tmax_spring WC2_Tmax_summer WC2_Pre_spring WC2_Pre_summer WC2_Solar_radiation_spring WC2_Solar_radiation_summer WC2_Average_temperature_spring WC2_Average_temperature_summer WC2_Water_vapor_pressure_spring WC2_Water_vapor_pressure_summer WC2_BIO1 WC2_BIO2 WC2_BIO3 WC2_BIO4 WC2_BIO5 WC2_BIO6 WC2_BIO7 WC2_BIO8 WC2_BIO9 WC2_BIO10 WC2_BIO11 WC2_BIO12 WC2_BIO13 WC2_BIO14 WC2_BIO15 WC2_BIO16 WC2_BIO17 WC2_BIO18 WC2_BIO19 CHELSA_Tmin_Spring CHELSA_Tmin_spring CHELSA_Tmax_spring CHELSA_Tmax_summer CHELSA_Tmean_spring CHELSA_Tmean_summer CHELSA_Interann_Temp CHELSA_Pre_spring CHELSA_Pre_summer CHELSA_Interann_pre CHELSA_BIO1 CHELSA_BIO2 CHELSA_BIO3 CHELSA_BIO4 CHELSA_BIO5 CHELSA_BIO6 CHELSA_BIO7 CHELSA_BIO8 CHELSA_BIO9 CHELSA_BIO10 CHELSA_BIO11 CHELSA_BIO12 CHELSA_BIO13 CHELSA_BIO14 CHELSA_BIO15 CHELSA_BIO16 CHELSA_BIO17 CHELSA_BIO18 CHELSA_BIO19 CRU_Cld_spring CRU_Cld_summer CRU_Dtr_spring CRU_Dtr_summer CRU_Frs_spring CRU_Frs_summer CRU_Pre_spring CRU_Pre_summer CRU_Tmp_spring CRU_Tmp_summer CRU_Tmn_spring CRU_Tmn_summer CRU_Tmx_spring CRU_Tmx_summer CRU_Vap_spring CRUVap_summer CRU_Wet_spring CRU_Wet_summer CRU_PET_Spring CRU_PET_Summer Bedrock_topography dNPPdP dNPPdT CRU_NPP NPP_based_on_GPCP NPP_based_on_GPCP_VASClimO GPCC_VASClimO_Precipitation CRU_Precipitation CRU_Temperature Griesser_Precip_GPCC GPCC_Fulldata_Precipitation Aridity_index_of_De_Martonne_GPCC_Fulldata Aridity_index_of_De_Martonne_GPCC_VASClimO Aridity_index_of_De_Martonne_CRU HWSD_Topsoil_ref_bulk_dens HWSD_Topsoil_clay_fraction HWSD_Topsoil_gravel_content HWSD_Topsoil_silt_fraction HWSD_Topsoil_sand_fraction HWSD_Topsoil_organic_carbon HWSD_Topsoil_pH HWSD_Subsoil_ref_bulk_dens HWSD_Subsoil_clay_fraction HWSD_Subsoil_gravel_content HWSD_Subsoil_silt_fraction HWSD_Subsoil_sand_fraction HWSD_Subsoil_organic_carbon HWSD_Subsoil_pH HWSD_Spatially_dominan_major_soil_group_FAO ISRIC_WISE_SoilCarbonate_Carbon_Dens ISRIC_WISE_Soil_Org_Carbon_Dens ISRIC_WISE_Soil_pH ISRIC_WISE_Total_AvailWater_cap SoilGrids_BDRICM SoilGrids_BLDFIE SoilGrids_CECSOL SoilGrids_CLYPPT SoilGrids_CRFVOL SoilGrids_OCSTHA SoilGrids_ORCDRC SoilGrids_PHIHOX SoilGrids_PHIKCL SoilGrids_SLTPPT SoilGrids_SNDPPT SoilGrids_TAXNWRB SoilGrids_TAXOUSDA GAEZ_Nutrient_availability GAEZ_Nutrient_retention_capacity GAEZ_Rooting_conditions GAEZ_Oxygen_availability_to_roots GAEZ_Excess_salts GAEZ_Toxicity Plant_Extractable_Water_Capacity_of_Soil IGBP_DIS_Soil_pH Suitability_for_Agriculture Growing_degree_days Distance_to_the_coast Bailey_ecoregions Land_cover_2000 Distribution_of_Cultivation_Intensity Koppen_Geiger Geological_ages Soil_types
1552 137.251043 108.5705625 108.2677171 78.74015766 374.4452404 321.9040796 2.76e-07 -3.36e-06 2.80261449 4.956862926 79.70833333 107.1666667 122.037037 151.5925926 134.2692308 113.4166667 0.977952754 2.006889746 4.120735089 17.07349046 0.721784989 8.254593213 88.66666667 203.4666667 0.957314556 2.576771633 6730 4099 278 380.962963 2064.733333 1.476377936 4.590033142 17 NA 278.8769273 288.9102642 0.380384634 0.632128231 4.774358826 20.46666625 86.05128029 51.82948572 45.41256313 36.14743534 515.2600098 NA NA NA NA NA NA NA NA 36 60 -3.366666794 9.76666673 6.933333476 16.93333308 41 68 12717.33333 17521.33333 1.799999913 13.33333365 0.529999991 1.133333306 3.216666636 7.950000003 27.50864998 768.399557 17.60000038 -11.30000019 28.90000057 3.266666671 1.783333341 13.3499999 -5.533333371 718 86 36 28.82222085 239 123 204 152 -7.038286537 6.860049884 11.49436108 22.3661836 2.36383303 14.2713213 12.28750038 37.40817006 72.18361282 106.2096558 3.868103027 18.0905323 42.41762924 769.0591431 23.44345856 -19.20521736 42.64867401 14.79809189 0.443739176 14.79809189 -6.110236645 671.0271606 86.46318817 33.03686142 30.55910873 250.3809204 107.9552841 250.3809204 116.1734314 62.22333333 59.7 10.67 11.14333333 30.66666667 7.433333333 38.48 74.04 20.3 14.21 -33.13333333 86.7 7.383333333 19.81333333 5.403333333 11.65517241 1.0906 1.3633 15.66666667 31.91666667 35 0 65.96739127 742.6522621 742.6522621 742.6522621 659.1417391 719.0637154 1.634278657 659.1417391 26.95652174 53.75494071 56.12648221 61.26482214 1.255599976 16.5 12.15999985 31.86000061 51.63999939 4.47144556 5.433000088 1.287710786 13.3132534 12.46987915 26.96385574 59.72289276 4.47144556 5.226506233 28 1 7 1 7 200 926 34 9 14 49 166 46 45 39 52 98 18 3 2 2 2 1 1 5.800000191 4.925000191 0 891 2.5 NA NA 8 NA 67 68
1612 122.3693626 92.94367013 544.9475047 261.1548538 346.4805538 313.1710834 -2.37e-07 -1.45e-06 6.818300883 9.390850067 100.4583333 130.7083333 146.2222222 166.037037 137.5 126.5 1.544881895 3.001968493 15.41994762 25.6167984 5.039370298 13.03149637 76.36666667 220.2 0.644881891 1.919947497 12290 6653 448 667.5555556 1863.4 1.193897651 2.451616231 44 203 NA NA NA NA NA NA NA NA NA NA 996.8599854 3.578000069 3.862999916 1.608999968 4.368999958 31 3.796999931 9.699999809 204 76.33333333 88.33333333 2.066666603 15.99999968 15.03333346 26.36666679 82 94.66666667 15901 20644.33333 8.533333302 21.16666667 0.803333342 1.830000003 9.466666608 11.00000004 29.0237471 972.9274712 26.89999962 -11 37.89999962 21.18333324 -1.549999932 21.18333324 -2.916666647 971 99 44 20.90861475 284 169 284 177 -2.191709757 12.57412338 19.92231878 29.18550173 7.966096242 20.89735667 9.926510811 83.9632047 100.1747945 122.6223679 9.741250992 20.62133408 45.87293243 876.7414551 30.0865593 -14.86656761 44.953125 21.80869865 -2.018781424 21.96490669 -2.018781424 992.6335449 101.0502777 49.67232132 21.16195679 301.7885132 159.4514618 301.7574768 159.4514618 70.03333333 60.99333333 10.78333333 10.49666667 19.93333333 1.866666667 87.94 104.7966667 91.56666667 21.44666667 37.86666667 162.3 14.57333333 26.72666667 8.116666667 17.97586207 1.095466667 0.7299 28 42.5 34 0 88.54446635 1391.165505 1391.165505 1391.165505 988.7126087 988.7126087 9.862341899 988.7126087 50.43478261 50.19762846 50.19762846 50.19762846 1.39199996 12.19999981 12.39999962 21 66.80000305 0.39199999 6.5 1.345999956 16.60000038 14.19999981 19.39999962 64 0.39199999 6.659999847 5 1 2 2 8 200 1204 32 14 1 39 162 57 50 21 66 79 84 1 1 1 1 1 1 9.899999619 6.454999924 0.875999987 2352 887 1 2 NA 25 42 53
1622 122.3693626 92.94367013 544.9475047 261.1548538 346.4805538 313.1710834 -2.37e-07 -1.45e-06 6.818300883 9.390850067 100.4583333 130.7083333 146.2222222 166.037037 137.5 126.5 1.544881895 3.001968493 15.41994762 25.6167984 5.039370298 13.03149637 76.36666667 220.2 0.644881891 1.919947497 12290 6653 448 667.5555556 1863.4 1.193897651 2.451616231 44 203 NA NA NA NA NA NA NA NA NA NA 996.8599854 3.578000069 3.862999916 1.608999968 4.368999958 31 3.796999931 9.699999809 204 76.33333333 88.33333333 2.066666603 15.99999968 15.03333346 26.36666679 82 94.66666667 15901 20644.33333 8.533333302 21.16666667 0.803333342 1.830000003 9.466666608 11.00000004 29.0237471 972.9274712 26.89999962 -11 37.89999962 21.18333324 -1.549999932 21.18333324 -2.916666647 971 99 44 20.90861475 284 169 284 177 -2.191709757 12.57412338 19.92231878 29.18550173 7.966096242 20.89735667 9.926510811 83.9632047 100.1747945 122.6223679 9.741250992 20.62133408 45.87293243 876.7414551 30.0865593 -14.86656761 44.953125 21.80869865 -2.018781424 21.96490669 -2.018781424 992.6335449 101.0502777 49.67232132 21.16195679 301.7885132 159.4514618 301.7574768 159.4514618 70.03333333 60.99333333 10.78333333 10.49666667 19.93333333 1.866666667 87.94 104.7966667 91.56666667 21.44666667 37.86666667 162.3 14.57333333 26.72666667 8.116666667 17.97586207 1.095466667 0.7299 28 42.5 34 0 88.54446635 1391.165505 1391.165505 1391.165505 988.7126087 988.7126087 9.862341899 988.7126087 50.43478261 50.19762846 50.19762846 50.19762846 1.39199996 12.19999981 12.39999962 21 66.80000305 0.39199999 6.5 1.345999956 16.60000038 14.19999981 19.39999962 64 0.39199999 6.659999847 5 1 2 2 8 200 1204 32 14 1 39 162 57 50 21 66 79 84 1 1 1 1 1 1 9.899999619 6.454999924 0.875999987 2352 887 1 2 NA 25 42 53
1651 129.330708 101.2248467 334.9737566 141.0761159 352.6843225 315.70031 NA NA 6.462745349 9.077124596 101.5416667 133 148.2222222 169.1111111 126.5 126.2916667 1.287874012 2.612204711 NA NA NA NA 108.3666667 165.3666667 1.076640422 3.707611561 11974 6286 424 NA NA 2.06003938 4.083402433 42 185 NA NA NA NA NA NA NA NA NA NA 6924.109863 3.569999933 3.808000088 1.546000004 4.335999966 32 3.845999956 8.600000381 195 69 75 0.633333325 14.86666679 11.86666711 23.56666692 65 71 16028 20717.33333 6.233333461 19.20000013 0.713333338 1.696666638 8.037500093 9.308333427 26.82516779 930.1542555 24.20000076 -10.5 34.70000076 15.46666678 -2.766666601 19.21666686 -3.466666609 820 100 36 24.52565732 263 145 213 161 -3.088566542 11.84535662 16.26005904 26.7041982 6.017871857 19.36229642 10.27923679 77.0625178 86.91257477 110.9931641 8.465660095 18.10224152 42.95533371 859.5410156 27.59846306 -14.54351902 42.14197922 12.8377924 -2.941351891 20.86171722 -2.941351891 926.1644897 94.47777557 44.3939209 21.39735413 282.7164001 144.2097778 263.591217 144.2097778 68.65666667 59.5 9.816666667 9.87 22.66666667 1.233333333 75.07333333 71.15 75.23333333 20.09333333 26.26666667 151.8 12.45666667 25.05 7.7 17.22413793 0.9878 0.715433333 24.29166667 39.875 34 0 87.13339916 1255.186922 1255.186922 1255.186922 868.8686561 868.8686561 8.262440713 868.8686561 46.08695652 47.03557312 47.82608696 47.43083004 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 5 1 7 200 1047 27 3 4 46 201 47 44 14 83 98 97 3 2 1 1 1 1 18.29999924 4.921999931 0.026000001 2037 859.5 48 NA 8 26 42 53
1652 129.330708 101.2248467 334.9737566 141.0761159 352.6843225 315.70031 NA NA 6.462745349 9.077124596 101.5416667 133 148.2222222 169.1111111 126.5 126.2916667 1.287874012 2.612204711 NA NA NA NA 108.3666667 165.3666667 1.076640422 3.707611561 11974 6286 424 NA NA 2.06003938 4.083402433 42 185 NA NA NA NA NA NA NA NA NA NA 6924.109863 3.569999933 3.808000088 1.546000004 4.335999966 32 3.845999956 8.600000381 195 69 75 0.633333325 14.86666679 11.86666711 23.56666692 65 71 16028 20717.33333 6.233333461 19.20000013 0.713333338 1.696666638 8.037500093 9.308333427 26.82516779 930.1542555 24.20000076 -10.5 34.70000076 15.46666678 -2.766666601 19.21666686 -3.466666609 820 100 36 24.52565732 263 145 213 161 -3.088566542 11.84535662 16.26005904 26.7041982 6.017871857 19.36229642 10.27923679 77.0625178 86.91257477 110.9931641 8.465660095 18.10224152 42.95533371 859.5410156 27.59846306 -14.54351902 42.14197922 12.8377924 -2.941351891 20.86171722 -2.941351891 926.1644897 94.47777557 44.3939209 21.39735413 282.7164001 144.2097778 263.591217 144.2097778 68.65666667 59.5 9.816666667 9.87 22.66666667 1.233333333 75.07333333 71.15 75.23333333 20.09333333 26.26666667 151.8 12.45666667 25.05 7.7 17.22413793 0.9878 0.715433333 24.29166667 39.875 34 0 87.13339916 1255.186922 1255.186922 1255.186922 868.8686561 868.8686561 8.262440713 868.8686561 46.08695652 47.03557312 47.82608696 47.43083004 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 5 1 7 200 1047 27 3 4 46 201 47 44 14 83 98 97 3 2 1 1 1 1 18.29999924 4.921999931 0.026000001 2037 859.5 48 NA 8 26 42 53
1676 122.3693626 92.94367013 544.9475047 261.1548538 346.4805538 313.1710834 -2.37e-07 -1.45e-06 6.818300883 9.390850067 100.4583333 130.7083333 146.2222222 166.037037 137.5 126.5 1.363464553 2.811023623 NA NA NA NA 84.8 203.6333333 0.738582677 2.224934367 12556 5998 404 810.5925926 1883.566667 1.433070874 2.619457094 43 201 NA NA NA NA NA NA NA NA NA NA 174.5099945 3.575000048 3.862999916 1.611999989 4.372000217 31 3.796999931 9.699999809 198 75.66666667 88 2.133333365 16.00000032 14.73333359 26.13333321 81.66666667 95 15916 20692.33333 8.433333397 21.06666692 0.806666672 1.836666663 9.420833407 10.74166672 28.72103357 967.6434854 26.60000038 -10.80000019 37.40000057 21.06666676 -1.566666683 21.06666676 -2.883333405 971 100 44 20.89565185 285 169 285 177 -2.162260294 12.60678291 20.0002505 29.24761136 8.019553264 20.94524002 9.926937103 82.90058009 99.01928202 120.7331009 9.773984909 20.67669868 45.89104462 877.541687 30.14356422 -14.91246033 45.05602264 21.08244896 -1.998572826 22.00012016 -2.001408577 978.5534668 100.370491 49.23173523 21.14372063 298.774292 157.8036041 298.4136963 183.8256531 70.03333333 60.99333333 10.78333333 10.49666667 19.93333333 1.866666667 87.94 104.7966667 91.56666667 21.44666667 37.86666667 162.3 14.57333333 26.72666667 8.116666667 17.97586207 1.095466667 0.7299 28 42.5 34 0 88.54446635 1391.165505 1391.165505 1391.165505 988.7126087 988.7126087 9.862341899 988.7126087 50.43478261 50.19762846 50.19762846 50.19762846 1.39199996 12.19999981 12.39999962 21 66.80000305 0.39199999 6.5 1.345999956 16.60000038 14.19999981 19.39999962 64 0.39199999 6.659999847 5 1 2 2 8 200 1183 28 13 2 41 179 57 49 23 64 27 97 1 1 1 1 1 1 9.899999619 6.454999924 0.875999987 2352 890.5 1 6 NA 25 42 53
1684 122.3693626 92.94367013 544.9475047 261.1548538 346.4805538 313.1710834 -2.37e-07 -1.45e-06 6.818300883 9.390850067 100.4583333 130.7083333 146.2222222 166.037037 137.5 126.5 1.363464553 2.811023623 NA NA NA NA 84.8 203.6333333 0.738582677 2.224934367 12556 5998 404 810.5925926 1883.566667 1.433070874 2.619457094 43 201 NA NA NA NA NA NA NA NA NA NA 174.5099945 3.575000048 3.862999916 1.611999989 4.372000217 31 3.796999931 9.699999809 198 75.66666667 88 2.133333365 16.00000032 14.73333359 26.13333321 81.66666667 95 15916 20692.33333 8.433333397 21.06666692 0.806666672 1.836666663 9.420833407 10.74166672 28.72103357 967.6434854 26.60000038 -10.80000019 37.40000057 21.06666676 -1.566666683 21.06666676 -2.883333405 971 100 44 20.89565185 285 169 285 177 -2.162260294 12.60678291 20.0002505 29.24761136 8.019553264 20.94524002 9.926937103 82.90058009 99.01928202 120.7331009 9.773984909 20.67669868 45.89104462 877.541687 30.14356422 -14.91246033 45.05602264 21.08244896 -1.998572826 22.00012016 -2.001408577 978.5534668 100.370491 49.23173523 21.14372063 298.774292 157.8036041 298.4136963 183.8256531 70.03333333 60.99333333 10.78333333 10.49666667 19.93333333 1.866666667 87.94 104.7966667 91.56666667 21.44666667 37.86666667 162.3 14.57333333 26.72666667 8.116666667 17.97586207 1.095466667 0.7299 28 42.5 34 0 88.54446635 1391.165505 1391.165505 1391.165505 988.7126087 988.7126087 9.862341899 988.7126087 50.43478261 50.19762846 50.19762846 50.19762846 1.39199996 12.19999981 12.39999962 21 66.80000305 0.39199999 6.5 1.345999956 16.60000038 14.19999981 19.39999962 64 0.39199999 6.659999847 5 1 2 2 8 200 1183 28 13 2 41 179 57 49 23 64 27 97 1 1 1 1 1 1 9.899999619 6.454999924 0.875999987 2352 890.5 1 6 NA 25 42 53
1739 126.485325 95.2755904 338.2545946 175.8530206 348.580289 314.0777875 -4.84e-07 -1.69e-06 6.734640757 9.328104973 98.5 127.2083333 141.6296296 159.5555556 137.8846154 129.4583333 1.658267715 3.096456677 15.05249325 25.34120687 4.304462035 12.93963242 75.13333333 225.5666667 0.801968504 2.061417305 12205 6229 420 609.8518519 1819.333333 1.153543312 2.25580191 53 286 270.0487252 289.0641088 0.158641033 0.390564122 100 99.09692305 0 0 50 49.54846152 996.8599854 3.536999941 3.799999952 1.631000042 4.324999809 32 3.726000071 8.899999619 282 74.66666667 86.66666667 1.800000111 16.03333282 14.39999978 25.70000013 77.33333333 90.33333333 15599 20308.33333 8.100000262 20.86666679 0.74666665 1.733333349 8.841666621 10.41666682 27.63041541 999.6199989 26.10000038 -11.60000038 37.70000076 19.83333333 -2.583333294 20.86666648 -3.883333365 902 99 39 24.45253683 277 148 271 154 -3.987736781 11.17340374 22.61394437 30.83136876 8.127655745 20.90043767 9.218146324 81.55424245 91.02735901 100.0749664 9.218717575 23.50141335 48.81763077 918.0205688 31.45537186 -16.68586159 48.14123154 15.47707939 -3.331873655 21.42381859 -3.331873655 933.0811157 101.8770523 47.14745331 21.75494194 288.2219543 150.0693207 270.618042 150.0693207 68.98333333 60.07666667 11.82666667 11.92333333 21.4 1 87.70666667 97.19333333 93.1 21.47666667 34.03333333 155.3333333 15.24333333 27.45666667 8.256666667 17.52068966 1.039866667 0.7467 28.66666667 44.08333333 34 1.118039527 0 1359.785832 1359.785832 1349.325941 898.8296443 928.7906324 9.405227274 898.8296443 49.56521739 47.43083004 46.24505929 47.43083004 1.366999984 22.10000038 4.099999905 35.90000153 42 0.472000003 6.150000095 1.463000059 31.79999924 5.099999905 32 36.20000076 0.472000003 6.420000076 21 1 3 2 8 200 1093 25 14 6 40 154 57 50 28 58 79 84 1 1 1 1 1 1 17.39999962 6.373000145 0.996999979 2294 802 24 16 11 25 42 53
1741 126.485325 95.2755904 338.2545946 175.8530206 348.580289 314.0777875 -4.84e-07 -1.69e-06 6.734640757 9.328104973 98.5 127.2083333 141.6296296 159.5555556 137.8846154 129.4583333 1.658267715 3.096456677 15.05249325 25.34120687 4.304462035 12.93963242 75.13333333 225.5666667 0.801968504 2.061417305 12205 6229 420 609.8518519 1819.333333 1.153543312 2.25580191 53 286 270.0487252 289.0641088 0.158641033 0.390564122 100 99.09692305 0 0 50 49.54846152 996.8599854 3.536999941 3.799999952 1.631000042 4.324999809 32 3.726000071 8.899999619 282 74.66666667 86.66666667 1.800000111 16.03333282 14.39999978 25.70000013 77.33333333 90.33333333 15599 20308.33333 8.100000262 20.86666679 0.74666665 1.733333349 8.841666621 10.41666682 27.63041541 999.6199989 26.10000038 -11.60000038 37.70000076 19.83333333 -2.583333294 20.86666648 -3.883333365 902 99 39 24.45253683 277 148 271 154 -3.987736781 11.17340374 22.61394437 30.83136876 8.127655745 20.90043767 9.218146324 81.55424245 91.02735901 100.0749664 9.218717575 23.50141335 48.81763077 918.0205688 31.45537186 -16.68586159 48.14123154 15.47707939 -3.331873655 21.42381859 -3.331873655 933.0811157 101.8770523 47.14745331 21.75494194 288.2219543 150.0693207 270.618042 150.0693207 68.98333333 60.07666667 11.82666667 11.92333333 21.4 1 87.70666667 97.19333333 93.1 21.47666667 34.03333333 155.3333333 15.24333333 27.45666667 8.256666667 17.52068966 1.039866667 0.7467 28.66666667 44.08333333 34 1.118039527 0 1359.785832 1359.785832 1349.325941 898.8296443 928.7906324 9.405227274 898.8296443 49.56521739 47.43083004 46.24505929 47.43083004 1.366999984 22.10000038 4.099999905 35.90000153 42 0.472000003 6.150000095 1.463000059 31.79999924 5.099999905 32 36.20000076 0.472000003 6.420000076 21 1 3 2 8 200 1093 25 14 6 40 154 57 50 28 58 79 84 1 1 1 1 1 1 17.39999962 6.373000145 0.996999979 2294 802 24 16 11 25 42 53
1756 127.8022234 98.16272933 448.8188985 195.2099737 347.0054848 313.2188036 NA NA 6.713725726 9.28627491 101.2083333 132.3333333 147.0740741 167.4444444 130.4230769 127.4583333 1.491968501 2.874015758 14.40944846 25.89238866 4.671916246 12.57217868 78.73333333 208.0666667 0.770734915 1.648031497 12246 5721 385 682.1481481 1845.566667 1.265748035 2.342830514 45 192 287.9692359 297.030775 0.40153848 0.632589773 21.3215379 27.1435892 25.19384571 24.46589669 23.25897375 25.80410212 996.8599854 3.548000097 3.842999935 1.611999989 4.342000008 31 3.772000074 9.600000381 191 74 82.33333333 1.433333357 15.73333295 15.36666648 26.43333308 78 89.33333333 15837 20608 8.399999777 21.03333282 0.783333341 1.803333322 9.387499928 11.50833337 30.12652729 968.4995968 26.89999962 -11.30000019 38.19999981 20.28333314 -1.600000064 21.08333302 -2.883333445 934 101 40 22.22809074 280 156 268 171 -2.223449111 12.54001268 19.12894535 28.64868546 7.609664599 20.623209 9.940402031 77.66367976 90.00832113 112.5538406 9.585209846 19.87947464 45.46341705 866.3632813 29.53761864 -14.18864632 43.72626495 16.35304832 -1.997902989 21.79110146 -1.997902989 926.4179688 94.15576935 46.07728958 20.98418999 275.1860657 147.4629974 273.0393982 147.4629974 70.13 60.56666667 10.94 10.85 20.56666667 0.766666667 86.5 96.27666667 89.73333333 21.30333333 35.1 159.0666667 14.46 26.75666667 8.063333333 17.73448276 1.078866667 0.717266667 27.58333333 42.91666667 34 1.094418974 0 1370.245723 1370.245723 1370.245723 958.7516206 1018.673597 9.633784587 958.7516206 48.69565218 48.61660079 48.22134387 50.98814229 1.39199996 12.19999981 12.39999962 21 66.80000305 0.39199999 6.5 1.345999956 16.60000038 14.19999981 19.39999962 64 0.39199999 6.659999847 5 1 2 2 8 200 1326 24 16 0 33 119 62 55 26 58 79 84 1 1 1 1 1 1 17.39999962 6.40500021 0.953999996 2288 878.5 1 2 11 25 42 53
1757 127.8022234 98.16272933 448.8188985 195.2099737 347.0054848 313.2188036 NA NA 6.713725726 9.28627491 101.2083333 132.3333333 147.0740741 167.4444444 130.4230769 127.4583333 1.491968501 2.874015758 14.40944846 25.89238866 4.671916246 12.57217868 78.73333333 208.0666667 0.770734915 1.648031497 12246 5721 385 682.1481481 1845.566667 1.265748035 2.342830514 45 192 287.9692359 297.030775 0.40153848 0.632589773 21.3215379 27.1435892 25.19384571 24.46589669 23.25897375 25.80410212 NA 3.548000097 3.842999935 1.611999989 4.342000008 31 3.772000074 9.600000381 191 74 82.33333333 1.433333357 15.73333295 15.36666648 26.43333308 78 89.33333333 15837 20608 8.399999777 21.03333282 0.783333341 1.803333322 9.387499928 11.50833337 30.12652729 968.4995968 26.89999962 -11.30000019 38.19999981 20.28333314 -1.600000064 21.08333302 -2.883333445 934 101 40 22.22809074 280 156 268 171 -2.223449111 12.54001268 19.12894535 28.64868546 7.609664599 20.623209 9.940402031 77.66367976 90.00832113 112.5538406 9.585209846 19.87947464 45.46341705 866.3632813 29.53761864 -14.18864632 43.72626495 16.35304832 -1.997902989 21.79110146 -1.997902989 926.4179688 94.15576935 46.07728958 20.98418999 275.1860657 147.4629974 273.0393982 147.4629974 70.13 60.56666667 10.94 10.85 20.56666667 0.766666667 86.5 96.27666667 89.73333333 21.30333333 35.1 159.0666667 14.46 26.75666667 8.063333333 17.73448276 1.078866667 0.717266667 27.58333333 42.91666667 34 1.094418974 0 1370.245723 1370.245723 1370.245723 958.7516206 1018.673597 9.633784587 958.7516206 48.69565218 48.61660079 48.22134387 50.98814229 1.39199996 12.19999981 12.39999962 21 66.80000305 0.39199999 6.5 1.345999956 16.60000038 14.19999981 19.39999962 64 0.39199999 6.659999847 5 1 2 2 8 200 1326 24 16 0 33 119 62 55 26 58 79 84 1 1 1 1 1 1 17.39999962 6.40500021 0.953999996 2288 878.5 1 2 11 25 42 53
1793 122.3693626 92.94367013 544.9475047 261.1548538 346.4805538 313.1710834 -2.37e-07 -1.45e-06 6.818300883 9.390850067 100.4583333 130.7083333 146.2222222 166.037037 137.5 126.5 1.363464553 2.811023623 NA NA NA NA 84.8 203.6333333 0.738582677 2.224934367 12161 7405 498 677.3703704 1936.4 1.433070874 2.619457094 43 206 NA NA NA NA NA NA NA NA NA NA NA 3.599999905 3.875999928 1.61500001 4.394000053 32 3.822000027 9.699999809 203 77.66666667 90.33333333 2.199999968 15.96666686 14.36666679 25.76666641 82 95.33333333 15920 20764.33333 8.300000032 20.89999962 0.806666672 1.836666663 9.316666685 10.39999997 28.10810875 963.0522856 26.29999924 -10.69999981 36.99999905 20.86666663 -1.633333325 20.86666663 -2.933333357 973 100 44 21.0336122 286 169 286 176 -2.155900478 12.6205829 19.89459165 29.16845767 7.982191404 20.91362953 9.954418182 84.79365285 102.36203 126.5443802 9.77464962 20.6287632 45.74636459 877.6478271 30.10151863 -14.99222565 45.09374619 21.07642937 -1.992197633 22.01106834 -2.0119555 997.4700928 103.4466553 50.02362442 21.06823349 307.6240234 160.9056244 304.8563538 189.1752167 70.03333333 60.99333333 10.78333333 10.49666667 19.93333333 1.866666667 87.94 104.7966667 91.56666667 21.44666667 37.86666667 162.3 14.57333333 26.72666667 8.116666667 17.97586207 1.095466667 0.7299 28 42.5 33 0 88.54446635 1391.165505 1391.165505 1391.165505 988.7126087 988.7126087 9.862341899 988.7126087 50.43478261 50.19762846 50.19762846 50.19762846 1.39199996 12.19999981 12.39999962 21 66.80000305 0.39199999 6.5 1.345999956 16.60000038 14.19999981 19.39999962 64 0.39199999 6.659999847 5 1 2 2 8 200 1058 30 15 3 39 159 61 51 34 51 79 97 7 7 7 7 7 7 9.899999619 6.454999924 0.875999987 2352 893.5 1 NA NA 25 42 53
