id,site,water,indpop,Germination_time,Green,Red,Survival_flowering,Flowering_time,Inflorescence_size,Survival_num,Survival_fruit,Fruits,Seeds,Infloresncence_byind,Fruits_byind,Seeds_byind,Fitness
6192,tuebingen,l,p,21.6,62121.932,249.4666667,0,NA,222690,3.2,0.2,179.9014006,5091.209638,13918.125,11.24383754,318.2006024,33.94139759
6193,madrid,h,i,23.85714286,55669.95286,16.8329932,1,117.7142857,809875.8571,1,1,733.3771919,20754.57453,809875.8571,733.3771919,20754.57453,20754.57453
6193,madrid,h,p,27,58980.52,48.74190476,1,119.8,979473,18.6,1,850.3675247,24065.40095,242998.3267,210.3552193,5953.052706,802.1800316
6193,madrid,l,i,21.85714286,34695.9,92.47244897,0.285714286,130,68117,1,0.142857143,58.3291164,1650.713994,68117,58.3291164,1650.713994,235.8162849
6193,madrid,l,p,25.4,51762.058,82.39761904,0.4,139,NA,0,0,NA,NA,NA,NA,NA,0
6193,tuebingen,h,i,21,46870.94857,101.4206349,0.857142857,163.8333333,397334.3333,1,0.857142857,313.0008159,8857.923091,397334.3333,313.0008159,8857.923091,7592.505506
6193,tuebingen,h,p,26.4,116535.414,61.53333332,1,166,651408,5.8,0.4,513.9626734,14545.14366,46685.60354,37.10093048,1049.956333,193.9352487
6193,tuebingen,l,i,24.71428571,31434.65714,702.4603175,0.714285714,168.8,245506,1,0.142857143,198.8599859,5627.7376,245506,198.8599859,5627.7376,803.9625143
6193,tuebingen,l,p,24.4,72121.61,416.5888889,0.4,167,344893.5,5,0.4,268.6976275,7604.142858,27379.02564,21.33981618,603.9167978,101.3885714
6194,madrid,h,i,25.28571429,31501.13571,17.75714286,0.857142857,128.6666667,668883.4,1,0.714285714,602.4766689,17050.08973,668883.4,602.4766689,17050.08973,12178.63552
6194,madrid,h,p,26,37812.81667,2.85,1,133.6666667,885006.3333,11.33333333,1,783.944547,22185.63068,267899.4556,229.4961946,6494.742307,739.5210227
6194,madrid,l,i,23.57142857,22351.28014,62.84999999,0.285714286,130.5,165579,1,0.142857143,148.7966368,4210.94482,165579,148.7966368,4210.94482,601.5635457
6194,madrid,l,p,28.75,33873.9075,31.83333335,0,NA,NA,0,0,NA,NA,NA,NA,NA,0
6194,tuebingen,h,i,23.57142857,47702.57857,173.7936508,0.857142857,167.5,314164.8,1,0.714285714,254.1989868,7193.831328,314164.8,254.1989868,7193.831328,5138.450948
6194,tuebingen,h,p,18.57142857,115583.1714,141.6746032,0.857142857,172.8333333,628264.2,13.14285714,0.714285714,523.9851415,14828.7795,36802.95535,30.66805334,867.9059096,353.0661787
6194,tuebingen,l,i,23.14285714,21186.03557,376.3253968,0,NA,145893,1,0.428571429,125.7168591,3557.787112,145893,125.7168591,3557.787112,1524.765905
6194,tuebingen,l,p,21,65984.762,382.9777778,0.2,167,NA,0,0,NA,NA,NA,NA,NA,0
6195,madrid,h,i,24.16666667,49838.97167,77.99995822,1,113.3333333,662211.5,1,1,572.0874352,16190.07441,662211.5,572.0874352,16190.07441,16190.07441
6195,madrid,h,p,27.5,60359.52,39.87559525,1,116.25,1173240,11.5,1,1045.06484,29575.33497,484081.5786,411.3976294,11642.55291,985.8444991
6195,madrid,l,i,27.66666667,22107.245,96.51230158,0.333333333,134.5,NA,1,0,NA,NA,NA,NA,NA,0
6195,madrid,l,p,28,31270.15334,641.5495238,0.2,133,58064,0.4,0.2,49.1799279,1391.791959,29032,24.58996395,695.8959795,9.27861306
6195,tuebingen,h,i,20.14285714,53590.94714,250.2857143,0.857142857,160.1666667,622310.3333,1,0.428571429,502.3219333,14215.71071,622310.3333,502.3219333,14215.71071,6092.447449
6195,tuebingen,h,p,29.2,112546.824,200.3222222,1,163,831494,10.2,0.4,674.8456929,19098.13311,33931.91667,27.58157662,780.5586185,254.6417748
6195,tuebingen,l,i,24.85714286,26823.70714,510.7077498,0.428571429,166.3333333,144698,1,0.285714286,112.3995836,3180.908216,144698,112.3995836,3180.908216,908.8309187
6195,tuebingen,l,p,30.8,48479.034,672.8555556,0.2,167,283431,9.8,0.4,225.3401625,6377.126599,12111.49474,9.622252208,272.3097375,85.02835465
6198,madrid,h,i,24.5,48957.98333,10.44166667,1,117.3333333,697141.5,1,1,602.2618861,17044.01138,697141.5,602.2618861,17044.01138,17044.01138
6198,madrid,h,p,18.2,56937.67,52.11190476,1,123.8,637630.4,9.6,1,567.9305536,16072.43467,212586.9661,186.907363,5289.478374,535.7478222
6198,madrid,l,i,23.66666667,26890.56333,131.8515873,0.5,127.3333333,121386,1,0.333333333,115.371387,3265.010252,121386,115.371387,3265.010252,1088.336751
6198,madrid,l,p,20.66666667,48449.98,16.84285713,0,NA,NA,0,0,NA,NA,NA,NA,NA,0
6198,tuebingen,h,i,23.71428571,67401.16,68.10690941,1,162.2857143,519706.8571,1,1,423.2663438,11978.43753,519706.8571,423.2663438,11978.43753,11978.43753
6198,tuebingen,h,p,22,96813.65,226.6722222,0.8,168.25,485098,5.6,0.4,379.1400123,10729.66235,37975.29412,29.79599427,843.2266379,143.0621646
6198,tuebingen,l,i,29.85714286,27494.30871,795.1904762,0.285714286,168,97338,1,0.285714286,75.4288582,2134.636688,97338,75.4288582,2134.636688,609.8961964
6198,tuebingen,l,p,23,46527.678,499.2833333,0,NA,229362.6667,13.2,0.6,182.084789,5152.999529,12555.93333,9.723804095,275.1836559,103.0599906
6201,madrid,h,i,21.28571429,38958.41143,660.9057823,0.714285714,122.2,531827.4,1,0.714285714,465.8439661,13183.38424,531827.4,465.8439661,13183.38424,9416.703028
6201,madrid,h,p,24.5,54447.25,1854.070833,0.75,125.3333333,889919,5.25,0.75,822.5564765,23278.34829,311309.6471,287.3743876,8132.69517,581.9587071
6201,madrid,l,i,17.5,23905.36833,93.07738095,0.333333333,135,NA,1,0,NA,NA,NA,NA,NA,0
6201,madrid,l,p,19.2,38343.642,147.1580952,0,NA,NA,0,0,NA,NA,NA,NA,NA,0
6201,tuebingen,h,i,19.71428571,51433.04,63.46708681,1,164.4285714,298008.3333,1,0.857142857,238.8746807,6760.153464,298008.3333,238.8746807,6760.153464,5794.417255
6201,tuebingen,h,p,22.4,124640.5,433.2555556,1,166.8,658937.75,15,0.8,525.6765128,14876.64531,35811.41696,28.55102521,807.9940136,396.7105416
6201,tuebingen,l,i,20.85714286,28957.46,708.5238095,0.428571429,166.3333333,324033,1,0.142857143,229.7416133,6501.687657,324033,229.7416133,6501.687657,928.8125224
6201,tuebingen,l,p,24,67285.212,498.4888889,0.2,172,169218,2.6,0.2,124.431898,3521.422713,13016.76923,9.571684462,270.8786702,23.47615142
6202,madrid,h,i,23.71428571,51768.02857,455.617705,0.857142857,128.1666667,596504.3333,1,0.857142857,534.4242198,15124.20542,596504.3333,534.4242198,15124.20542,12963.60465
6202,madrid,h,p,26.2,77591.308,1366.418747,0.8,131.75,1053933,11.8,0.8,948.6499372,26846.79322,308114.6019,262.8508793,7438.679885,715.914486
6202,madrid,l,i,23.14285714,33443.72143,125.7380952,0.285714286,141,NA,1,0,NA,NA,NA,NA,NA,0
6202,madrid,l,p,19.33333333,37537.39333,6.238095233,0.333333333,140,NA,0,0,NA,NA,NA,NA,NA,0
6202,tuebingen,h,i,19,54788.44571,156.8015873,1,165,433666.2857,1,1,337.5104403,9551.54546,433666.2857,337.5104403,9551.54546,9551.54546
6202,tuebingen,h,p,25.2,138451.16,162.6111111,1,170.8,673223.6,17.8,1,527.9253124,14940.28634,37823.49156,29.63295762,838.6127008,498.0095447
6202,tuebingen,l,i,20.16666667,32288.075,610.1203704,0,NA,NA,1,0,NA,NA,NA,NA,NA,0
6202,tuebingen,l,p,18.8,58492.872,212.9388889,0,NA,115472,4,0.4,91.2673591,2582.866263,52743.89474,45.43427813,1285.790071,34.43821683
6203,madrid,h,i,16.85714286,41930.25,56.28662729,1,129.8571429,520822.4,1,0.714285714,441.7756678,12502.2514,520822.4,441.7756678,12502.2514,8930.17957
6203,madrid,h,p,26.6,57647.29,42.41142858,0.8,131.75,850950.25,11,0.8,727.5453994,20589.5348,305846.4568,260.6851051,7377.388476,549.0542614
6203,madrid,l,i,23.28571429,20372.83,75.76190477,0.857142857,132,99110.5,1,0.571428571,91.84207498,2599.130722,99110.5,91.84207498,2599.130722,1485.217556
6203,madrid,l,p,26.8,38825.322,48.6057143,0.4,135,NA,0,0,NA,NA,NA,NA,NA,0
6203,tuebingen,h,i,19.42857143,38368.771,125.7142857,0.857142857,167,376631.5,1,0.857142857,300.6143243,8507.385379,376631.5,300.6143243,8507.385379,7292.04461
6203,tuebingen,h,p,29.2,84530.042,422.7277778,1,169.4,766659.25,10.8,0.8,613.2517862,17355.02555,122870.9226,99.56256488,2817.620586,462.8006813
6203,tuebingen,l,i,26.14285714,25575.715,655.734127,0.571428571,169.25,303429.3333,1,0.428571429,239.8821289,6788.664246,303429.3333,239.8821289,6788.664246,2909.427534
6203,tuebingen,l,p,23.25,71457.5025,717.6875,0,NA,411956,5,0.25,309.2363078,8751.38751,20597.8,15.46181539,437.5693755,72.92822925
6209,madrid,h,i,22.42857143,39333.60286,35.26428571,1,115.2857143,869383.8571,1,1,784.793829,22209.66536,869383.8571,784.793829,22209.66536,22209.66536
6209,madrid,h,p,20,62405.39,5.24827695,1,120,1139296.5,12.5,1,1025.942267,29034.16617,347401.2542,305.0488346,8632.882021,967.8055389
6209,madrid,l,i,18.14285714,27172.01143,68.37278911,0.857142857,117.3333333,91015.8,1,0.714285714,85.70119308,2425.343764,91015.8,85.70119308,2425.343764,1732.388403
6209,madrid,l,p,21,34393.17,71.58273808,0,NA,NA,0,0,NA,NA,NA,NA,NA,0
6209,tuebingen,h,i,22.42857143,43307.45143,152.1507937,1,159.4285714,534345.2857,1,1,432.5372022,12240.80282,534345.2857,432.5372022,12240.80282,12240.80282
6209,tuebingen,h,p,20.2,111954.574,198.6,1,162.2,716623.8,16.8,1,568.9627239,16101.64509,44939.2401,35.69414488,1010.1443,536.7215029
6209,tuebingen,l,i,17.85714286,29097.87286,406.1428571,1,161.7142857,218380.6667,1,0.428571429,178.9118666,5063.205825,218380.6667,178.9118666,5063.205825,2169.945353
6209,tuebingen,l,p,21.8,65169.888,436.1555556,0.6,165.6666667,215161,8.6,0.6,174.3190505,4933.229128,32831.27778,27.42634089,776.165447,98.66458257
6210,madrid,h,i,24.14285714,29076.30714,27.97142857,0.857142857,122.8333333,790229,1,0.857142857,724.4409539,20501.679,790229,724.4409539,20501.679,17572.86771
6210,madrid,h,p,14.4,75075.502,164.5633333,0.8,123.5,981220.6667,11.6,0.6,892.3766914,25254.26037,56784.37143,52.24491928,1478.531216,505.0852074
6210,madrid,l,i,20.4,25505.694,366.782381,0.6,127.6666667,186937,1,0.2,163.7024355,4632.778925,186937,163.7024355,4632.778925,926.555785
6210,madrid,l,p,24.25,42447.75,800.9214286,0.25,140,113533,7.5,0.25,103.1039527,2917.84186,3784.433333,3.436798423,97.26139533,24.31534883
6210,tuebingen,h,i,24.57142857,34787.48543,522.547619,1,164.5714286,433560.2857,1,1,347.9738042,9847.658659,433560.2857,347.9738042,9847.658659,9847.658659
6210,tuebingen,h,p,18.6,126174.328,258.3333333,0.8,167.25,672473.3333,13.4,0.6,536.1796861,15173.88512,30163.44651,24.06372545,681.0034303,303.4777023
6210,tuebingen,l,i,25,21621.326,918.5634921,0.571428571,166,288449,1,0.428571429,236.7425239,6699.813426,288449,236.7425239,6699.813426,2871.348611
6210,tuebingen,l,p,34.8,57632.38688,769.7888889,0.2,172,267220,9.2,0.4,216.729985,6133.458574,15312.91667,12.41785958,351.4254261,81.77944765
6216,madrid,h,i,19.5,49886.355,36.98769842,1,122.6666667,468782.5,1,1,407.9806165,11545.85145,468782.5,407.9806165,11545.85145,11545.85145
6216,madrid,h,p,29,48925.5075,752.6244048,0.75,113,790456.5,1,0.5,702.9367823,19893.11094,395228.25,351.4683911,9946.555469,331.551849
6216,madrid,l,i,18.2,39735.77,75.34428572,0.2,130,70386,1,0.2,67.2282124,1902.55841,70386,67.2282124,1902.55841,380.511682
6216,madrid,l,p,16.66666667,57371.65333,23.52777777,1,126.6666667,NA,0,0,NA,NA,NA,NA,NA,0
6216,tuebingen,h,i,20.14285714,52906.34857,215.7478992,0.857142857,164.8333333,298983.3333,1,0.857142857,248.281356,7026.362374,298983.3333,248.281356,7026.362374,6022.59632
6216,tuebingen,h,p,24.66666667,125164.0717,353.2175926,0.833333333,169.4,597331.3333,7.166666667,0.5,465.3022236,13168.05293,40869.85155,31.85063694,901.3730254,219.4675488
6216,tuebingen,l,i,22.57142857,28058.83957,404.7264239,0.285714286,169.5,294261,1,0.285714286,252.1407336,7135.58276,294261,252.1407336,7135.58276,2038.737931
6216,tuebingen,l,p,21,68610.19,353.8333333,0,NA,NA,0,0,NA,NA,NA,NA,NA,0
6217,madrid,h,i,23.5,38659.425,1589.319643,0.75,115,1031556.667,1,0.75,929.4484191,26303.39026,1031556.667,929.4484191,26303.39026,19727.5427
6217,madrid,h,p,26,46945.86667,39.96666667,1,120,1092827.5,4.666666667,0.666666667,942.418506,26670.44372,302827.9167,268.4637436,7597.523945,592.6765271
6217,madrid,l,i,21.6,26848.85,210.3328571,0.6,116.3333333,177258,1,0.6,166.0459004,4699.098982,177258,166.0459004,4699.098982,2819.459389
6217,madrid,l,p,20.66666667,40364.58333,1850.8,0.666666667,116.5,148376,11,0.666666667,123.8685525,3505.480034,31589.01667,25.67158815,726.5059445,77.89955631
6217,tuebingen,h,i,21,45323.18714,199.6741363,1,163.2857143,490110.6,1,0.714285714,388.3752738,10991.02025,490110.6,388.3752738,10991.02025,7850.728749
6217,tuebingen,h,p,23.6,119591.194,128.1444444,1,164.2,715569.25,14.4,0.8,559.9975728,15847.93131,41408.10858,32.43111473,917.8005469,422.6115016
6217,tuebingen,l,i,23,22533.17543,765.8412699,1,163.4285714,283134.5,1,0.571428571,228.5694752,6468.516148,283134.5,228.5694752,6468.516148,3696.294941
6217,tuebingen,l,p,19.4,73200.29,350.4888889,0.4,162.5,104247.5,6.2,0.4,84.729081,2397.832992,38248.81667,31.07537485,879.4331077,31.97110655
6218,madrid,h,i,21.66666667,44835.535,54.99166667,1,118.1666667,618744.8333,1,1,537.9160147,15223.02322,618744.8333,537.9160147,15223.02322,15223.02322
6218,madrid,h,p,19.5,68727.4625,7.3470238,1,122.25,855720.75,14.75,1,763.5872593,21609.51944,111831.1923,102.4926796,2900.542834,720.3173146
6218,madrid,l,i,19.8,17425.1556,56.07523808,0.6,130.6666667,89125.5,1,0.4,83.3803573,2359.664112,89125.5,83.3803573,2359.664112,943.8656448
6218,madrid,l,p,25.25,23029.7825,56.5952381,0.5,121.5,98480,0.75,0.5,89.4334881,2530.967713,69189,61.97491753,1753.890165,42.18279521
6218,tuebingen,h,i,20.14285714,40804.77857,56.55088704,1,166.2857143,313752.5,1,0.571428571,249.0126144,7047.056986,313752.5,249.0126144,7047.056986,4026.889706
6218,tuebingen,h,p,19,121939.725,237.6875,1,158.25,608525,10.25,0.5,475.6302306,13460.33553,29936.65311,23.39014579,661.9411258,224.3389254
6218,tuebingen,l,i,22.85714286,23214.438,735.6111111,0.714285714,164.6,312663,1,0.285714286,231.2555847,6544.533047,312663,231.2555847,6544.533047,1869.866585
6218,tuebingen,l,p,24.6,59417.59,863.3055556,0.8,167,259111.75,21,0.8,196.0033612,5546.895122,10570.41667,7.94802837,224.9292029,147.9172032
6235,madrid,h,i,18.5,50937.85375,425.9229167,1,124.625,513522.3333,1,0.75,466.3772118,13198.47509,513522.3333,466.3772118,13198.47509,9898.856321
6235,madrid,h,p,20.6,65565.632,105.4442857,0.8,130.5,820714,8,0.8,736.3294844,20838.12441,227270.6263,190.272805,5384.720383,555.6833176
6235,madrid,l,i,22.4,27182.306,73.03761906,0.4,118.5,97899,1,0.2,91.7884716,2597.613745,97899,91.7884716,2597.613745,519.522749
6235,madrid,l,p,23,67170.77,103.7857143,0.5,143,NA,0,0,NA,NA,NA,NA,NA,0
6235,tuebingen,h,i,24,32835.04114,215.0233427,0.714285714,164.6,387064.75,1,0.571428571,320.0866072,9058.450985,387064.75,320.0866072,9058.450985,5176.257706
6235,tuebingen,h,p,20.33333333,131687.55,123,1,161.1666667,742543.1667,16.5,1,604.92518,17119.38259,45504.22462,37.11574938,1050.375708,570.6460864
6235,tuebingen,l,i,19.42857143,27642.86714,579.7460317,0.714285714,167.6,177067.6667,1,0.428571429,142.0807547,4020.885357,177067.6667,142.0807547,4020.885357,1723.236582
6235,tuebingen,l,p,21.6,81030.586,274.5777778,0.2,169,280417,6,0.2,263.2043718,7448.683722,9347.233333,8.77347906,248.2894574,49.65789148
6243,madrid,h,i,26.5,46678.50833,23.175,1,107.1666667,938199.1667,1,1,832.5739849,23561.84377,938199.1667,832.5739849,23561.84377,23561.84377
6243,madrid,h,p,14,91086.00667,4.403968267,1,107,964132,13.33333333,1,780.3912018,22085.07101,130339.6576,106.0818098,3002.115218,736.1690336
6243,madrid,l,i,33.75,23843.7075,40.6047619,0.75,116.6666667,NA,1,0,NA,NA,NA,NA,NA,0
6243,madrid,l,p,19.5,50933.8675,135.9351191,0.25,119,258483,0.25,0.25,230.9324141,6535.38732,258483,230.9324141,6535.38732,54.461561
6243,tuebingen,h,i,19.5,65217.11167,130.0179739,0.833333333,155.6,358653,1,0.833333333,273.7854333,7748.127763,358653,273.7854333,7748.127763,6456.773136
6243,tuebingen,h,p,21.83333333,141410.9333,140.0833333,1,156,796937.75,13.5,0.666666667,626.9444534,17742.52803,51737.78254,40.89513798,1157.332405,394.2784007
6243,tuebingen,l,i,19.57142857,43089.10714,785.535014,1,164.7142857,160201.5,1,0.571428571,129.4506745,3663.454088,160201.5,129.4506745,3663.454088,2093.402336
6243,tuebingen,l,p,24.4,62904.072,576.7333333,0.4,162.5,78100.5,12,0.4,60.9293694,1724.301154,2603.35,2.03097898,57.47670513,22.99068205
6244,madrid,h,i,17.57142857,40577.64714,52.94285714,0.857142857,110,545720.1667,1,0.857142857,481.1707525,13617.13229,545720.1667,481.1707525,13617.13229,11671.82768
6244,madrid,h,p,27,59301.9825,74.62857143,1,114,950845.5,22.75,1,840.0754869,23774.13628,211997.7583,175.6014134,4969.52,792.4712093
6244,madrid,l,i,21.42857143,27294.39286,116.8105442,0.857142857,117.5,188455.6,1,0.714285714,165.3745897,4680.100887,188455.6,165.3745897,4680.100887,3342.929205
6244,madrid,l,p,19.6,49693.084,55.50047618,0,NA,NA,0,0,NA,NA,NA,NA,NA,0
6244,tuebingen,h,i,17.25,47609.6525,71.30208333,1,158.625,477500.625,1,1,382.5253653,10825.46784,477500.625,382.5253653,10825.46784,10825.46784
6244,tuebingen,h,p,23,110751.202,331.0444445,1,159,782322,12.8,0.8,635.5740187,17986.74473,54723.28964,44.82261356,1268.479964,479.6465261
6244,tuebingen,l,i,21.14285714,21381.64857,498.6825397,0.857142857,159.8333333,281460.6667,1,0.428571429,229.9639387,6507.979465,281460.6667,229.9639387,6507.979465,2789.134056
6244,tuebingen,l,p,25.8,54879.8988,353.2666667,0.6,167,159767.3333,6.2,0.6,118.934621,3365.849774,17525.00654,12.66191466,358.3321849,67.31699549
6680,madrid,h,i,24,49869.66333,27.1345238,1,115.5,999815.6667,1,1,913.3757234,25848.53297,999815.6667,913.3757234,25848.53297,25848.53297
6680,madrid,h,p,23,43575.06667,682.8769841,0.666666667,123,999675.5,20,0.666666667,887.5359623,25117.26773,33322.51667,29.58453208,837.2422577,558.1615051
6680,madrid,l,i,23.66666667,21934.895,1861.528968,0.666666667,124.5,126552.3333,1,0.5,115.4954818,3268.522134,126552.3333,115.4954818,3268.522134,1634.261067
6680,madrid,l,p,23.5,31148.075,1424.738095,0,NA,NA,0,0,NA,NA,NA,NA,NA,0
6680,tuebingen,h,i,20.71428571,46475.37857,305.8454715,1,164.2857143,440233.1429,1,1,346.3232921,9800.949168,440233.1429,346.3232921,9800.949168,9800.949168
6680,tuebingen,h,p,22.4,121411.54,183.2,1,165.6,724853,12.2,0.8,579.0356636,16386.70928,48449.37364,38.69096762,1094.954384,436.9789141
6680,tuebingen,l,i,18.42857143,40630.76286,588.968254,0.428571429,166.3333333,259925.25,1,0.571428571,207.3751896,5868.717865,259925.25,207.3751896,5868.717865,3353.553066
6680,tuebingen,l,p,25.2,61815.356,443.9333334,0.6,168,127943.6667,9.2,0.6,97.7165685,2765.37889,20153.56667,15.21198155,430.4990782,55.30757779
6897,madrid,h,i,22.83333333,42260.87167,19.78690477,1,118.3333333,837244.2,1,0.833333333,751.8559023,21277.52203,837244.2,751.8559023,21277.52203,17731.26836
6897,madrid,h,p,23.5,70565.99,6.369047625,1,114.75,826258.5,11,1,708.6199802,20053.94544,187765.7583,160.2004148,4533.67174,668.464848
6897,madrid,l,i,21,34269.63,31.94666666,0.4,124,59268.5,1,0.4,54.69891055,1547.979168,59268.5,54.69891055,1547.979168,619.1916672
6897,madrid,l,p,22,42915.28,54.98888887,0.666666667,142,NA,0,0,NA,NA,NA,NA,NA,0
6897,tuebingen,h,i,22.57142857,61551.31714,200.031746,1,158.5714286,536871.8333,1,0.857142857,427.6152838,12101.51253,536871.8333,427.6152838,12101.51253,10372.72503
6897,tuebingen,h,p,18,106782.044,158.4222222,1,155.4,763425,14.4,0.8,613.7191172,17368.25102,85435.41617,70.32442087,1990.181111,463.1533604
6897,tuebingen,l,i,21.14285714,40617.12429,684.8888889,0.714285714,164.2,195353.5,1,0.285714286,146.3395054,4141.408003,195353.5,146.3395054,4141.408003,1183.259429
6897,tuebingen,l,p,26,60060.8322,663.8666667,0.4,168,234833,6,0.2,189.9868427,5376.627649,7827.766667,6.332894757,179.2209216,35.84418433
6898,madrid,h,i,20.71428571,47012.23857,12.88945579,1,100.5714286,759845.6667,1,0.857142857,655.0254266,18537.21957,759845.6667,655.0254266,18537.21957,15889.04535
6898,madrid,h,p,21.6,52422.41,6.93,1,101.8,1152009.2,10.4,1,984.417716,27859.02136,288327.8543,244.3326249,6914.613284,928.6340454
6898,madrid,l,i,22.5,33911.465,89.45,0.833333333,106.4,275228,1,0.166666667,243.3550656,6886.948356,275228,243.3550656,6886.948356,1147.824726
6898,madrid,l,p,27.33333333,33203.36,16.57857143,0.666666667,111,44605,10,0.333333333,39.4093535,1115.284705,1486.833333,1.313645117,37.17615683,12.39205228
6898,tuebingen,h,i,19,53045.1675,108.3374183,1,154.25,607805,1,1,487.5288315,13797.06593,607805,487.5288315,13797.06593,13797.06593
6898,tuebingen,h,p,24,100815.04,858.1333333,1,148.8,474795.4,16.6,1,380.0714675,10756.02253,47788.58833,39.1325982,1107.452529,358.5340843
6898,tuebingen,l,i,19,29822.59571,609.3650793,0.571428571,147.75,278676.6,1,0.714285714,221.1721873,6259.172901,278676.6,221.1721873,6259.172901,4470.837786
6898,tuebingen,l,p,19.4,54694.912,604.2444444,0.8,160.25,154574.5,6.4,0.4,121.7524745,3445.59503,9594.580972,7.436672758,210.4578391,45.94126706
6909,madrid,h,i,24.83333333,52294.845,118.693254,NA,NA,926129.2,1,0.833333333,777.3048999,21997.72867,926129.2,777.3048999,21997.72867,18331.44056
6909,madrid,h,p,27.5,53293.5925,18.15,NA,NA,1109637.333,15.5,0.75,971.9982759,27507.55121,190582.2222,160.6036412,4545.083047,687.6887802
6909,madrid,l,i,24.5,30030.94,92.75238098,NA,NA,291105.5,1,0.5,262.1489002,7418.813876,291105.5,262.1489002,7418.813876,3709.406938
6909,madrid,l,p,24.75,50403.4475,122.6672619,NA,NA,97966,7.5,0.25,93.0257266,2632.628063,3265.533333,3.100857553,87.75426877,21.93856719
6909,tuebingen,h,i,21.28571429,43851.63429,113.5793651,NA,NA,443647.5,1,0.857142857,354.068716,10020.14466,443647.5,354.068716,10020.14466,8588.695424
6909,tuebingen,h,p,24.4,114563.058,157.4444445,NA,NA,787355.5,17.8,0.8,613.9995511,17376.18729,35824.27559,27.81650038,787.2069608,463.3649945
6909,tuebingen,l,i,22.71428571,26522.30857,767.8650794,NA,NA,334207,1,0.285714286,255.4128282,7228.183037,334207,255.4128282,7228.183037,2065.195153
6909,tuebingen,l,p,21.8,64528.778,668.1555556,NA,NA,243531,5.6,0.2,156.6929984,4434.411853,8697.535714,5.596178514,158.3718519,29.56274569
6911,madrid,h,i,21.625,47360.2525,749.4892857,1,83.625,794206,1,1,698.8919974,19778.64353,794206,698.8919974,19778.64353,19778.64353
6911,madrid,h,p,17,48656.53333,6.3468254,0.666666667,89.5,925559,14,1,785.6409764,22233.63963,314886.8414,270.3510641,7650.935114,741.1213211
6911,madrid,l,i,24.5,23885.30033,1512.078968,0.666666667,87,168072,1,0.333333333,138.7578516,3926.847199,168072,138.7578516,3926.847199,1308.949066
6911,madrid,l,p,20.8,49049.558,161.8957143,0.2,85,64735,0.4,0.2,55.1593377,1561.009258,32367.5,27.57966885,780.504629,10.40672839
6911,tuebingen,h,i,21,34852.18143,1143.867414,0.857142857,135.3333333,413907.1667,1,0.857142857,330.2948348,9347.343825,413907.1667,330.2948348,9347.343825,8012.008993
6911,tuebingen,h,p,20,119058.3,268.4652778,1,112.25,742773.4286,16.125,0.875,615.3143118,17413.39503,45337.49443,37.29244303,1055.376138,507.8906882
6911,tuebingen,l,i,16.33333333,32366.37,642.7222222,0.666666667,136.25,125107,1,0.166666667,99.8251459,2825.05163,125107,99.8251459,2825.05163,470.8419383
6911,tuebingen,l,p,22,66528,485.8777778,0.4,160,NA,0,0,NA,NA,NA,NA,NA,0
6915,madrid,h,i,23.66666667,53132.56667,12.5968254,0.833333333,112.6,843934.6,1,0.833333333,750.6019191,21242.03431,843934.6,750.6019191,21242.03431,17701.69526
6915,madrid,h,p,18.2,72201.076,461.2442857,1,123.2,983500.8,14.8,1,863.7606865,24444.42743,210723.6597,185.7482656,5256.675916,814.8142476
6915,madrid,l,i,25.33333333,25454.78333,36.87738095,0,NA,NA,1,0,NA,NA,NA,NA,NA,0
6915,madrid,l,p,26.25,39065.9525,12.27916668,0.5,130.5,117863,0.25,0.25,113.6721907,3216.922995,117863,113.6721907,3216.922995,26.80769163
6915,tuebingen,h,i,19.14285714,65277.53429,114.0723623,1,160.5714286,469635.5,1,0.857142857,378.3406567,10707.04058,469635.5,378.3406567,10707.04058,9177.463358
6915,tuebingen,h,p,23.4,120702.558,129.1111111,1,166.6,898350.75,17.4,0.8,730.211913,20664.99714,44805.33175,36.35804998,1028.932815,551.0665903
6915,tuebingen,l,i,17.85714286,35884.94143,352.1626984,0.571428571,165.5,228933,1,0.142857143,161.9172652,4582.258606,228933,161.9172652,4582.258606,654.6083723
6915,tuebingen,l,p,22.4,68958.86,182.8555556,0.4,168,410302,4.8,0.4,311.2372137,8808.013146,89390.47619,70.40930518,1992.583337,117.4401753
6929,madrid,h,i,16.14285714,62702.19,36.02210884,1,108.8571429,762506.2857,1,1,678.6510578,19205.82494,762506.2857,678.6510578,19205.82494,19205.82494
6929,madrid,h,p,22,75402.818,23.70809524,1,105.8,1043772.25,12.8,0.8,896.3838566,25367.66314,311697.5917,272.6510224,7716.023935,676.4710171
6929,madrid,l,i,23.6,33851.33,117.2304762,0.4,108,NA,1,0,NA,NA,NA,NA,NA,0
6929,madrid,l,p,27.5,50826.955,37.73333335,0.5,123,171006,1,0.5,168.5665487,4770.433328,85503,84.28327435,2385.216664,79.50722213
6929,tuebingen,h,i,18.28571429,56672.18429,169.2871149,1,161.1428571,447595.1667,1,0.857142857,357.7848097,10125.31011,447595.1667,357.7848097,10125.31011,8678.837241
6929,tuebingen,h,p,19.4,130794.04,344.5777778,1,163.4,669465.8,21.6,1,552.9264048,15647.81726,39129.6752,32.3003927,914.1011135,521.5939086
