"","MR1","MR2","MR9","MR6","MR11","MR3","MR5","MR4","MR7","MR8","MR10"
"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",-0.229470245212225,0.974221252397283,0.318646531049927,1.62483226351509,0.752829886014901,-2.06992544820641,-0.647896148213865,-1.869225851467,0.0714609644327718,0.500211136824076,-1.05950035802012
"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",-0.609943147802425,0.806118906837394,1.64931904162153,1.91527909750291,1.20084741988135,-0.716331142308524,-1.74480204302755,-1.23133068901092,-1.08192688138135,-0.736549851840515,-1.1470574091848
"351",-0.644488399071083,0.795184973448292,1.63522472498168,1.89081827920925,1.20246950724484,-0.712563665470737,-1.72882707264328,-1.23400966846811,-1.06606290009484,-0.740616086764529,-1.12210973570436
"403",0.205790562339135,-0.0594930970959555,0.0357728513275892,-0.470589789508075,0.944872016510681,1.4749371833063,-0.467112706229569,-0.575689930356178,1.46531721107352,0.678372963247271,-1.45764706376971
"410",1.01029748324041,-0.165746224344584,0.318075804106344,0.688039205888083,0.823433831103733,0.573971306042414,-0.894567599900918,-0.574573379858866,1.18234530143931,1.15557666562252,-1.51966312982283
"424",0.995927144973132,0.000458032626892702,0.341688377902959,0.0193912774325129,0.822465088832589,1.01521440832614,-0.0815589757728929,-0.421131561657134,1.6674058115564,0.756608089651387,-1.08953950187544
"428",0.717885340651115,-0.0689388155521538,-0.162721294157444,-0.00733249048940016,0.680644920417836,0.833062579386587,0.18635494727981,-0.198140500044034,0.139095682465509,0.549838202965606,-1.74422809667302
"430",-0.114237823036172,-0.0742613581636958,0.539367047346522,0.191889569678373,-0.0630520258660905,0.795872837365576,0.789703838606866,-0.490018084259092,-1.85669048448259,0.811661104521329,-1.37440140102227
"470",0.1238611884624,1.43479733480058,0.116771336959041,-0.685302989889363,1.72473727443672,1.96609994317872,1.84430511683125,-0.0609778867115633,0.162606407237645,-0.765234542918354,1.60690997726903
"476",0.0640517971391823,1.39840964233885,0.0466535570603693,-0.73841390493814,1.72249196946861,1.97911954058338,1.8440951268086,-0.0752728188346272,0.173457949754289,-0.741126729205293,1.6153100646909
"484",0.0957560778566338,1.46774991753369,0.0532318708643056,-0.75664029553934,1.68614621001053,1.97312290652787,1.86982455192496,-0.0573630276801127,0.124617128520733,-0.840449071516476,1.64137313290728
"504",0.00755265277291439,1.36781942202152,0.041170875563603,-0.750520085658692,1.66152716337212,2.02654957515434,1.8914961225171,-0.0909097195812201,0.197758849852174,-0.828104821186136,1.6685093730974
"506",0.143069656785221,1.42459102906408,0.0877947857145062,-0.664354646017896,1.70165354681749,2.01383444259635,1.91275429781433,-0.13242416746064,0.230452778010392,-0.776749564460517,1.6425481869714
"531",0.113389591650614,1.44361775144126,0.0818932380330948,-0.63058994783681,1.80372623065999,2.0510721404751,1.82778885585721,-0.13714880507785,0.195932659495066,-0.758216467800066,1.62080012547082
"544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",1.47072108992393,0.508028804276209,0.298192099226894,1.63582784132846,-0.820554193010561,-1.14954366911708,1.79183460635114,0.531755011246466,-0.130113474700688,1.04788469614453,1.86890616011009
"687",1.63845735304262,0.546898318058302,0.30512897219476,1.69319312537939,-0.860201661712453,-1.23457632188135,1.70101268249066,0.575864182835883,-0.155768247929346,0.99257970343062,1.82693286581245
"728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",0.198261724354471,-1.8820436940648,0.405646831466261,-1.04835066785963,1.39666798200248,-2.17706395701811,-0.153406561816984,0.0490151259247891,-0.944845488966887,-1.14972988785399,0.609946576627163
"766",-2.51251808928667,-2.36499919314389,-2.57695808060384,-1.52339142512579,2.77309080996655,-1.36427967033853,0.337018295204034,-1.03420354143846,-1.33825065767607,-1.18192329564732,-0.0623682786598296
"768",-0.32946024242578,-4.19010409124578,-1.06512587695959,-0.255579939703916,4.48986200865048,1.26200925090059,-0.266981897021041,-2.63208563478652,0.128168478621899,0.135828310663332,0.231722499900622
"772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",1.26088388146139,3.38872887202221,0.974485962314628,0.504071467193514,2.4276848817139,0.294401661484711,0.697430372664167,0.360375531415148,-3.41691005124202,0.592494185758757,-0.00711831672945636
"853",-1.204070713057,0.38710361612834,-0.273037577856992,0.0248026518259645,1.47502797273482,2.01854213385524,-0.205322157137152,0.31538326543438,1.17181997745786,0.452344618949855,2.20908587629216
"854",-1.10534750384463,0.39638421923287,-0.263131297944679,0.0308361341431012,1.4223271777694,1.9587693491808,-0.152585802264206,0.33506377615319,1.14563007381636,0.436440152306237,2.22520700621037
"867",0.424985809221406,1.60752003912781,-0.76921430952428,-0.0568019446203873,1.11467802832422,0.745306766027947,1.09516859083701,2.52842850906216,-1.27266146591991,-0.654970062015559,1.66993963481263
"868",0.426274123223359,1.569674635352,-0.764119712410644,-0.0355941652696609,1.09787733397138,0.776383819859408,1.07991447227135,2.52327798084341,-1.24237737878088,-0.649705481286862,1.65462889884377
"870",0.351403881702459,1.59145335987916,-0.76653795190874,-0.0666810036487395,1.1210941781158,0.800878087350793,1.10310169282589,2.48556347570792,-1.21672624423025,-0.670130062401377,1.6712489066098
"915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061",-0.759108091889599,-0.260147684543284,-0.13822371170146,0.619772051016465,-0.756962797215079,0.0866147094011508,-1.54371673036502,-1.26198806305515,1.11161768073762,-0.535481603444956,0.262115511494102
"1062",-0.676333826217045,-0.309784659550662,-0.164892256506368,0.709441034513134,-0.759803948780896,0.104091164060349,-1.52229123323431,-1.27065815729647,1.13006665554641,-0.577364933201665,0.293597360114126
"1063",-0.820380380699314,-0.27230265073268,-0.148426545614908,0.619297778879455,-0.761455376839542,0.0781591642886715,-1.54236033459013,-1.31751417776485,1.16996376612697,-0.569123870064228,0.237249901959144
